"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ25","MGJ26","MGJ27","MGJ28","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K10935",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10936",176.28,16.14,21.64,122.96,60.88,155.28,1,72.86,9,42,907.29,88.14,1,10,44,30.14,93,11.86,1,70,11,84,113,130.43,123.86,124.28,247.71,352.57,148.28
"K10937",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10938",10.4,10.95,5.2,17.02,36.42,9.25,2.75,10.25,1.5,5.5,63.7,26.75,0,4.2,10.25,13.5,7,2.25,1,6.25,18.25,5.7,57,37.75,31.65,25,15.75,44.45,19.45
"K10939",121.74,49.14,35.14,124.29,398.55,73.75,13.5,48.86,10.5,31.83,231.29,78.1,3,9.5,14,33.64,20.67,20.69,2,10,2,41.67,48.93,345.01,136.69,104.11,179.9,218.9,217.54
"K10940",148,9,14.5,82.67,28.17,137,1,54,8,30,886,61,1,4,42,26,93,10,1,67,10,76,100,55,117,104,226,277,75
"K10941",1980.28,276.14,754.64,715.96,726.88,790.28,5205,508.86,2918,4123,2406.29,858.14,82,125,322,481.14,369,181.86,157,473,242,505,2217,992.43,1553.86,1093.28,923.71,1252.57,721.28
"K10942",1758.28,181.14,719.64,439.96,550.88,650.28,5187,236.86,2901,4058,1564.29,475.14,72,86,102,173.14,184,82.86,130,196,48,152,1984,602.43,955.86,557.28,738.71,861.57,527.28
"K10943",1868.61,223.47,767.64,531.96,923.55,760.28,5205.33,358.86,2928,4120.67,1776.63,661.81,76,95.67,120,199.14,201,92.86,131,214.67,49,186,2112,1064.43,1134.53,686.28,1090.37,990.9,722.95
"K10947",978.41,303.47,607.27,655.91,1182.75,936.19,182.58,514.83,642.03,413.96,1644.96,746.95,106.08,406.94,147.57,572.77,291.13,232.51,35.17,243.75,56.51,287.41,722.16,1685.26,1442.02,1016.12,1759.04,769.62,721.77
"K10948",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10952",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10953",0,2,4.5,7.67,20.17,1,0,0,0,1,16,2,0,0,0,3,1,0,0,0,0,0,0,0,2,14,2,1,0
"K10954",176,16,21.5,122.67,60.17,154,1,72,9,42,901,88,1,10,47,29,93,11,1,68,11,82,105,130,122,123,246,352.75,148.75
"K10955",20,1,5,18,2,4,7,3,1,1,42,27,0,3,1,25,3,3,2,12,1,6,33,14,23,14,20,14,6
"K10960",8.5,2.5,4,1,9,15.5,2,14.5,0,13.5,123,40.5,0,15,10,2.5,20.5,14,0,27.5,0,32,91,86,49,16,25,16,4
"K10961",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10962",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10963",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10964",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10965",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10966",0,0,1.5,7.67,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"K10972",365.47,279.17,783.26,442.08,540.29,161.14,147.85,131,228.62,173.01,1069.76,192.05,118.08,876.75,75.9,301.35,121.1,88.34,60.65,88.01,45.75,92.58,134.95,622.96,313.74,288.08,348.27,310.67,346.52
"K10973",137.46,53.17,42.42,108.08,393.95,89.64,30.67,67.83,16.95,32.83,323.25,107.38,7.75,4.75,29.4,69,39.42,37.33,3.15,26,1.25,54.42,99.43,375.28,215.75,113.23,223.27,194.33,182.01
"K10974",750.26,227.32,660.37,976.65,1472.64,610.37,176.35,779.16,3040.89,698.04,2430.24,480.18,528.82,1717.49,136.16,302.51,257.68,138.95,50.87,274.15,76.64,280.22,1026.88,1302.82,1014.89,963.83,1273.37,970.51,738.97
"K10975",139.71,53.17,46.42,111.25,404.87,93.89,32.92,70.38,16.95,35.83,329.33,111.38,7.75,4.75,30.4,77.67,41.42,37.43,3.15,27.4,1.35,54.42,100.68,379.78,228.75,137.06,227.35,197.33,182.26
"K10977",52,17.32,21.32,22.66,41.68,43.15,6.5,33.82,4.67,21.16,167.17,85,0.33,18.5,17.49,28.33,45.33,17.5,0,34.83,1.67,42.5,114.32,142.99,110.15,64.66,76.99,73.98,110.33
"K10978",52,17.32,21.32,22.66,41.68,43.15,6.5,33.82,4.67,21.16,167.17,85,0.33,18.5,17.49,28.33,45.33,17.5,0,34.83,1.67,42.5,114.32,142.99,110.15,64.66,76.99,73.98,110.33
"K10979",617.34,169.84,227.85,438.72,821.62,592.26,84.02,331.49,82.75,180.18,853.98,638.19,58.66,54.34,101,227.16,217.32,137.1,17,173.32,49.42,122.75,404.84,1027.37,1287.17,769.86,1191.65,426.94,509.09
"K10984",97.96,44.92,29.92,79.58,353.95,60.64,21.42,35.58,27.95,22.58,213.25,56.13,3,4,17.15,33.5,21.17,20.58,2.4,7,1,33.67,41.68,281.78,144,94.23,164.52,147.33,149.26
"K10985",97.96,44.92,29.92,79.58,353.95,60.64,21.42,35.58,27.95,22.58,213.25,56.13,3,4,17.15,33.5,21.17,20.58,2.4,7,1,33.67,41.68,281.78,144,94.23,164.52,147.33,149.26
"K10986",97.96,44.92,29.92,79.58,353.95,60.64,21.42,35.58,27.95,22.58,213.25,56.13,3,4,17.15,33.5,21.17,20.58,2.4,7,1,33.67,41.68,281.78,144,94.23,164.52,147.33,149.26
"K11003",6.22,1.59,1.89,1.02,4.44,6.03,2.92,3.33,1,1,9.28,5.78,0,0,1,3.22,0.5,0.44,0,0,0.11,1,3.19,12.97,10.19,1.72,9.36,11.3,3.75
"K11004",6.44,2.26,2.11,1.46,5.22,6.81,2.92,4.33,1,1,15.39,6.53,0,0,1,5.11,0.5,0.55,0,0,0.22,1,4.27,13.86,10.63,0.91,11.14,12.52,3.72
"K11005",0,0.25,0,0.25,2,1.25,1.25,1,0,0,0.5,2.75,0,0,0,1,0.5,0,0,0,0,0,1.5,4.75,1.75,0.25,2.25,0.5,1.25
"K11006",2,0.67,1.67,0,0.33,2.67,1.67,1.33,0,1,0,1.67,0,0,0,0,0,0,0,0,0,0,0,4,1.67,0,2.33,2,2
"K11007",2,0.92,1.67,0.25,2.33,3.92,2.92,2.33,0,1,0.5,4.42,0,0,0,1,0.5,0,0,0,0,0,1.5,8.75,3.42,0.25,4.58,2.5,3.25
"K11008",28.28,7.14,7.14,40.29,32.71,18.28,0,18.86,1,12,21.29,27.14,0,6,2,4.14,0,1.86,0,3,1,8,13,75.43,6.86,20.28,21.71,75.57,73.28
"K11013",0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,8,2,2,0,4,3
"K11014",0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,8,2,2,0,4,3
"K11015",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,2,0,4,3
"K11016",127.49,27.48,46.26,118.68,224.43,128.55,324.27,83.67,15.47,31.63,439.05,115.01,1.84,25.77,42.43,115.28,59.4,37.89,1.28,48.41,56.57,68.27,139.2,200.68,176.79,163.19,230.95,174.93,141.65
"K11017",127.49,27.48,46.26,118.68,224.43,128.55,324.27,83.67,15.47,31.63,439.05,115.01,1.84,25.77,42.43,115.28,59.4,37.89,1.28,48.41,56.57,68.27,139.2,200.68,176.79,163.19,230.95,174.93,141.65
"K11018",178.28,18.14,24.64,125.29,74.88,157.28,1,72.86,9,43,923.62,92.14,1,10,48,33.14,94,11.86,1,70,11,85.67,113,130.43,125.86,127.28,249.71,353.57,152.61
"K11019",28.42,7.14,8.14,42.58,32.85,30.28,0,18.86,1,12,27.29,27.14,0,6,2,5.28,0,1.86,0,5,1,10,13,75.43,6.86,20.28,32.71,75.57,83.28
"K11021",0.68,0.68,2,61.32,54.68,0,614,4,2.68,0.68,0.68,0,0,0.68,0,2,0,0,0,0,0,0,9.32,6,23.32,3.32,4.68,1.32,3.32
"K11022",9,2,9,8,4,13,5,1,3,11,0,9,0,0,2,0,9,0,0,4,0,1,6,62,11,7,13,9,5
"K11023",0,2,2,4,1,1,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,1,0
"K11028",66.5,34.5,30.5,65.5,101.5,25,22.5,392,20,35,81.5,57,2,4,4,33,19,17,4,26.5,4.5,9,53,156,67.5,55.5,113,66,33
"K11029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"K11030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"K11031",172.37,32.7,35.92,71.75,180.33,89.5,40.7,56.08,11.67,42,308.75,96.75,3,4.83,15.75,64.92,29.75,41.83,1.5,28.83,8.5,65.5,197.33,351.33,169.17,149.67,227.47,107.33,113.67
"K11032",132.5,38.99,25.56,70.56,170.54,49.5,3.5,80,313.66,22.4,278.5,122.39,0.66,2,23.32,70.5,41.68,18.34,0,64.84,3.16,13,182.5,117.5,159,159.73,348.64,72.82,122.48
"K11033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"K11034",3,0,1,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,6,7,3,4,12,3,5
"K11035",12,0,4,4,16,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,24,28,12,16,28,8,16
"K11036",6,0,2,2,8,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,12,14,6,8,14,4,8
"K11037",6,0,2,2,8,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,12,14,6,8,14,4,8
"K11038",331.25,98.3,64.1,176.8,426.95,124.75,8.75,200,784.15,56.4,696.25,307.2,1.65,5,58.3,176.25,104.2,45.85,0,162.1,7.9,32.5,456.25,293.75,397.5,401.2,862.4,179.55,303.7
"K11039",66.25,19.66,12.78,35.28,85.27,24.75,1.75,40,156.83,11.2,139.25,61.36,0.33,1,11.66,35.25,20.84,9.17,0,32.42,1.58,6.5,91.25,58.75,79.5,80.2,172.32,35.91,60.74
"K11040",453.76,121.31,89.62,323.82,665.23,150.76,11.75,416.99,1127.48,86.61,803.74,488.4,1.98,5,60.95,194.75,137.05,65.52,0,221.77,10.23,40.49,594.24,296.25,536.84,656.05,1419.97,203.03,297.51
"K11041",187.2,78.19,119.48,191.05,407.27,187.92,65.7,153.16,210.33,124.62,815.66,253.78,82.83,264.44,66.32,328,156.5,88.33,8.17,104.5,7.91,109.33,305.75,450.08,303.33,188.47,439.53,275.66,248.82
"K11042",66.5,19.66,12.78,35.53,85.27,24.75,1.75,40,156.83,11.2,169.5,61.36,0.33,1,13.66,54.5,34.09,12.67,0,34.92,1.58,8,92.25,59.5,80.33,80.2,173.07,36.49,61.32
"K11044",0,4,0,23,58,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7
"K11045",17.33,10.33,2.17,24.83,75.83,3,5.83,36.5,6.33,2.5,13,14,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,49,19,33.83,19.5,20.5,22,9.5
"K11046",1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,7,3,0
"K11047",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11048",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11049",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11050",165.74,50.33,102.12,85.93,246.58,147.5,18.83,67.75,30.83,69.5,353.25,97.16,75.67,247.53,47.75,145.5,108.5,73,6.5,53.25,5.83,65.5,61.25,385.16,203.58,147.93,308.75,176.24,136.08
"K11051",164.08,50.33,100.12,85.93,245.58,144.83,18.83,66.75,30.83,69.5,353.25,96.83,75.67,247.53,47.75,145.5,108.5,73,6.5,53.25,5.83,65.5,61.25,379.5,202.58,147.6,302.75,173.25,135.75
"K11052",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11053",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11054",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11055",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11056",3.33,1.33,2.17,0.83,7.83,0.5,0.83,2.5,1.33,2.5,13,1.5,5.67,26.33,0.5,9,3.5,4.5,1,1.5,0.33,1,1.5,4,2.83,1.5,3,3,2.5
"K11065",1809.92,800.22,2064.81,2017.04,3066.34,1482.24,5749.23,1721.84,6600.27,5141.27,4268.55,1358.73,775.28,3013.06,363.4,992.15,618.46,439.02,263.62,579.22,205.19,461.01,1847.03,3111.95,2809.57,2193.94,3062.11,1859.25,1732.26
"K11066",718.47,383.86,1067.64,778.21,1088.96,448.64,347.27,408.96,514.92,380.31,2390.15,490.21,593.53,2547.45,183.66,527.25,282.16,190.8,104.12,217.32,86.47,236.68,494.32,1124.29,806.36,664.68,869.43,701.92,676.5
"K11068",2182.95,772.81,1639.69,1800.63,2870.51,1766.65,5728.19,1166.17,3571.04,4743.15,5612.99,1814.93,759.94,2944.76,499.39,1401.78,920.67,532.24,265.79,690.99,236.04,733.46,1625.04,3284.92,3029.23,2216.22,3337.33,2189.22,1885.48
"K11069",1738.06,585.16,1361.41,1521.89,2057.9,1259.62,293.4,933.39,793.23,753.35,5913.17,1169.99,707.75,2847.3,401.72,1009.7,751.55,351.03,117.22,557.91,145.54,658.41,1148.36,2633.68,1810.12,1460.38,2386.66,2145.52,1532.64
"K11070",1345.83,543.88,1304.3,1249.05,1857.48,935.06,289.07,763.67,770.39,660.18,4039.09,966.54,691.42,2828.13,308.72,915.09,550.22,325.97,115.22,411.58,118.54,483.91,917.61,2258.99,1548.9,1206.65,1882.4,1417.55,1188.91
"K11071",1547.83,580.88,1386.3,1362.05,1972.48,1014.06,322.07,861.67,796.39,715.18,4122.09,1128.54,692.42,2835.13,313.72,953.09,575.22,330.97,119.22,428.58,150.54,495.91,1003.61,2551.99,1899.9,1464.65,2227.4,1537.55,1306.91
"K11072",1589.83,580.88,1383.3,1354.05,1972.48,1045.06,319.32,860.67,797.64,727.93,4086.34,1121.54,691.42,2828.13,313.72,939.09,566.22,332.97,119.22,417.58,150.54,500.91,1012.61,2528.99,1938.9,1498.65,2211.4,1524.8,1303.91
"K11073",1006.05,472.11,1165.64,1013.04,1514.81,701.64,5506.27,512.71,3236.25,4341.14,2944.98,661.99,698.53,2631.45,236.66,625.75,318.16,236.8,239.12,335.32,180.47,314.85,728.65,1395.71,1114.03,999.68,1242.35,1005.64,935.38
"K11074",990.05,469.11,1159.64,1002.04,1491.81,682.64,5505.27,492.71,3235.25,4340.14,2840.98,652.99,642.53,2623.45,234.66,625.75,318.16,236.8,239.12,327.32,167.47,298.85,723.65,1372.71,1102.03,989.68,1221.35,987.14,922.88
"K11075",990.05,469.11,1159.64,1002.04,1491.81,682.64,5505.27,492.71,3235.25,4340.14,2840.98,652.99,642.53,2623.45,234.66,625.75,318.16,236.8,239.12,327.32,167.47,298.85,723.65,1372.71,1102.03,989.68,1221.35,987.14,922.88
"K11076",990.05,469.11,1159.64,1002.04,1491.81,682.64,5505.27,492.71,3235.25,4340.14,2840.98,652.99,642.53,2623.45,234.66,625.75,318.16,236.8,239.12,327.32,167.47,298.85,723.65,1372.71,1102.03,989.68,1221.35,987.14,922.88
"K11080",0.25,0,0.67,2.92,0.75,0.5,0,0,0,0,0,0.75,0,0,0,0,0.33,0,0,0,0,0,1.75,1,0,3,0.75,1,1.25
"K11081",410.44,259.38,805.43,468.79,378.24,164.38,142.91,193.93,228.44,178.07,1191.86,279.19,120.46,883.49,99.25,381.33,157.27,105.71,61.75,120.79,48.63,119.74,196.23,483.75,334.88,326.24,356.98,292.68,292.3
"K11082",418.44,260.38,807.6,482.96,381.57,167.55,142.91,195.43,228.44,178.07,1191.86,283.86,120.46,883.99,99.25,385.33,157.27,107.04,61.75,121.96,48.63,119.74,196.23,495.58,334.88,329.9,359.31,294.01,296.63
"K11083",410.44,259.38,805.43,468.79,378.24,164.38,142.91,193.93,228.44,178.07,1191.86,279.19,120.46,883.49,99.25,381.33,157.27,105.71,61.75,120.79,48.63,119.74,196.23,483.75,334.88,326.24,356.98,292.68,292.3
"K11084",410.44,259.38,805.43,468.79,378.24,164.38,142.91,193.93,228.44,178.07,1191.86,279.19,120.46,883.49,99.25,381.33,157.27,105.71,61.75,120.79,48.63,119.74,196.23,483.75,334.88,326.24,356.98,292.68,292.3
"K11085",4523.64,1498.69,5074.44,5151.75,4695.88,2923.69,6053.94,2883.27,7387.35,5825.27,7484.87,3017.59,1265.86,7954.32,837.07,2027.12,1341.79,734.19,596.12,1342.01,679.74,1232.8,4555.96,5562.31,5388.92,4376.7,5289.01,3906.56,3265.19
"K11089",11.33,2,3,3,30,11,2,5,0.33,2.33,21.5,16.33,1,1,2.5,2,2,0,0,3,0,6.5,4.83,21.67,20.67,14,9.67,5.17,14
"K11102",895.56,474.98,1204.24,996.35,1511.07,739.57,387.62,596.8,719.69,480.77,3142.47,711.53,666.29,2774.15,260.57,713.77,416.8,279.15,113.41,380.49,143.87,334.88,704.23,1602.66,1267.27,947.26,1510.38,979.74,899.51
"K11103",1015.16,472.46,1195.24,987.1,1596.13,809.65,406.43,548.05,535.93,458.81,3012.34,965.74,653.44,2587.89,235.91,709.16,450.9,270.98,124.12,283.23,183.22,347.12,823.9,1727.77,1421.57,1141.35,1400.78,940.55,993.74
"K11104",369.02,287.68,803.16,454.12,585.49,156.9,146.09,182.97,231.48,183.75,1197,237.79,115.21,881.62,99.65,302.72,150.23,99.67,61.15,91.79,47.63,108.46,137.11,593.92,332.58,344.1,400.09,318.62,370.77
"K11105",1230.89,486.33,1208.22,1095.29,1386.37,844.67,247.46,657.96,580.62,507,3491.84,979.1,610.43,2557.29,249.33,658.08,547.92,283.63,111.83,298.46,154.3,370.6,784.4,1826.54,1666.46,1198.9,1774.46,1264.91,1148.24
"K11106",493.36,300.3,843.02,531.86,738.61,233.92,165.33,252.35,241.72,202.58,1409.47,337.31,122.46,896.49,128.9,378.83,184.69,133.21,62.15,121.54,49.63,156.41,288.91,814.53,524.97,427.72,550.5,470.16,480.65
"K11107",1052,460.75,1176.28,1071.67,1482.69,650.92,5495.27,552.57,3237.92,4368.31,3575.44,701.3,628.53,2621.45,273.66,622.39,405.16,246.66,229.12,387.32,147.47,334.68,760.32,1413.47,1096.72,940.96,1411.39,1313.04,1043.83
"K11128",0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
"K11130",390,101.32,203.65,418.66,448.01,346.49,58.83,563.16,66.67,188.5,1863.5,655.33,20.33,92.5,306.83,324.33,479.33,160.17,8,371.17,46,451.84,583.33,878.33,715.82,755.66,934.32,496.32,717.66
"K11131",389,110.32,189.32,420.66,442.68,393.15,72.5,587.82,67.67,213.16,2061.17,782,24.33,120.5,315.49,224.33,407.33,159.5,6,417.83,33.67,461.5,763.32,1028.99,835.15,756.66,1018.99,472.98,732.33
"K11139",6.5,4.92,8.92,15.25,6.28,6.17,8.92,11.58,3.45,2.75,3.75,11.17,0,0.5,5.15,5.5,1.5,1.75,0.4,0,0,0,7.25,16.95,14.67,4.4,23.33,6,5
"K11143",2.67,3.33,2,2,5,0.66,0.67,1.66,0,0.33,2.67,1,0,0,0,0.33,0.33,0.33,0,0,0,0.33,1,7.33,1,2,3.33,5.66,1
"K11144",631.48,186.19,277.61,451.82,869.17,599.92,115.8,375.13,287.6,246.05,1122.53,546.78,84.83,269.44,98.82,440.1,226.3,155.53,16.67,197.9,46.11,179.33,436.25,1164.78,1192.86,691.94,1309.15,501.66,519.09
"K11145",703.45,202.11,318.83,510.76,986.1,604.2,126.8,406.88,301.6,314.05,1179.64,613.72,84.83,271.44,101.82,442.99,232.8,162.64,16.67,198.4,46.22,187.83,483.47,1322.92,1317.3,803.27,1417.68,567.58,568.4
"K11159",248.17,61.33,79.42,140.17,351.66,180.94,22.77,95.39,11.17,66.95,479.84,289.01,33.33,9.84,54,87.55,151.16,86.34,4,38.61,5,40.67,205.75,427.5,533.78,316.86,386.22,144.17,186.45
"K11161",0.2,0,0.3,0.1,0.4,0.5,0.1,0,0.1,0.1,0.2,0.5,0,0,0,0.6,0.3,0.1,0,0,0.1,0,0,0.2,0.2,0.3,0.2,0,0.6
"K11175",4968.84,1570.79,5234.71,5429.43,5402.88,3147.95,6133.92,2692.98,7423.61,5978.54,8335.46,3561.68,1356.77,8255.43,871.55,2218,1473.19,839.97,601.79,1351.99,676.11,1295.79,4932.94,6465.87,6019.51,4846.74,5786.86,4146.19,3793.3
"K11176",282.33,81.33,182.33,373,349,284.83,41.83,543.5,64,164.17,1673.83,573.33,15,73.5,313.17,319.33,436.33,139.5,9,367.17,39.33,421.17,484.67,706,581.5,623,764.66,377.33,544
"K11177",238.34,86.42,90.17,198.34,508.26,110.42,27.58,117.58,23.63,50.59,567.59,241.01,55.16,16.34,55.65,138.66,141.32,92.43,9.4,120.41,17.5,73.75,228.25,514.36,356.01,258.49,337.51,292.41,275.84
"K11178",233.84,83.42,84.34,191.51,498.76,109.42,27.08,113.58,22.63,49.09,526.59,239.01,52.66,15.34,50.65,124.66,136.15,89.93,8.4,98.91,15,71.25,204.75,508.36,350.51,259.49,324.51,275.41,273.84
"K11179",2475.4,573.95,1803.48,1275.6,1735.94,1082.42,5535.27,722.82,3413.92,4431.31,4140.97,1005.3,663.53,2640.65,356.41,797.39,468.16,292.91,253.12,457.57,355.72,422.55,2561.32,1782.47,2036.12,1480.21,1631.39,1613.24,1231.11
"K11180",19,3,7,12,25,14,1,7,1,3,5,9,0,0,0,1,0,2,0,0,0,0,6,26,13,20,21,19,12
"K11181",19,3,7,12,25,14,1,7,1,3,5,9,0,0,0,1,0,2,0,0,0,0,6,26,13,20,21,19,12
"K11183",1099.84,427.67,1137.79,1059.23,1261.65,761.12,360.18,591.43,539.92,467.56,4321.27,727.53,600.28,2570.57,286.66,631.03,495.41,234.85,106.87,379.99,172.97,433.88,782.24,1494.48,1119.73,934.98,1442.84,1466.72,1015.98
"K11184",299.33,90,120.33,210.67,312,360.17,45,175.47,63.17,100.33,238.67,246.17,2,5,24,63,48.5,29.6,8,66.9,38.1,50,107.5,523.5,773.83,400.67,736.42,179,218.67
"K11189",3899.03,1120.78,3900.19,4366.8,3992.08,2590.59,605.63,2220.91,3866.29,1473.8,5060.11,2994.94,726.04,5536.47,633.32,1804.27,1164.13,689.28,363.92,1086.27,536.86,1078.28,3845.94,5111.23,5212.44,3808.67,4633.41,2883.33,2641.68
"K11192",620.68,309.44,841.66,625,688.07,340.97,154.33,286.21,244.72,237.15,2235.9,364.79,123.46,892.49,157.4,392.97,264.44,134.82,63.15,181.79,59.63,217.41,309.91,819.63,531.08,502.42,712.21,762.59,560.51
"K11194",2,0,0,3,2,1.5,1,1.5,0.5,4,25,1.5,0,1,0,0,0.5,0.5,0,0.5,5,0,2.5,6.5,9.5,9,4.75,8,0
"K11195",2,0,0,3,2,1.5,1,1.5,0.5,4,25,1.5,0,1,0,0,0.5,0.5,0,0.5,5,0,2.5,6.5,9.5,9,4.75,8,0
"K11200",134.71,51,48,105.07,454.7,100.23,25.5,68,14.7,26.93,289.36,102.16,3,4.5,32.4,43.5,32.5,26,2.4,17.5,7,61,128.5,388.7,247.5,137.9,240,195.14,208
"K11201",334.3,143.18,102.26,283.81,1109.85,211.35,227.01,139.99,42.52,78.26,759.78,218.51,13.75,12.92,64.7,134.5,81.09,78.16,7.95,43,3.25,123.09,184.69,949.01,520.25,283.69,556.29,489.13,479.6
"K11202",527.12,181.94,157.7,384.1,1303,300.71,403.43,229.74,64.19,120.01,1016.5,410.83,24.83,22.17,93.28,364.61,157.59,130.21,10.87,93.75,3.72,204.84,264.64,1294.62,726.79,424.26,782.29,605.73,582.74
"K11203",837.83,210.38,193.26,586.67,1372.64,584.27,243.93,342.21,77.52,195.26,2748.3,540.26,22.08,41.25,170.03,392,327.17,136.74,12.12,217.75,30.36,351.42,430.41,1473.01,916.91,648.08,1225.07,1264.49,845.1
"K11208",535.65,300.3,843.02,531.86,737.94,264.73,165.33,254.18,240.72,213.75,1443.97,333.27,129.46,884.49,130.9,378.83,184.69,133.21,62.15,122.54,50.63,158.41,300.34,811.2,566.97,462.39,549.36,464.16,477.41
"K11209",3583.7,1026.28,2963.36,2176.93,3067.58,2372.56,5759.56,1136.45,3972,4901.95,7026.34,1673.05,1329.06,5415.34,499.49,1332.39,786.07,483.12,375.24,634.56,354.11,800.43,3286.71,3241.85,3054.32,2356.08,2706.77,2391.66,2052.21
"K11210",174.58,74.33,55.11,143.95,266.27,308.92,16.75,119.47,193,57.53,361.92,157.2,2.33,6,34.66,81.25,54.34,32.77,4,91.32,7.68,50.5,127.75,318.25,516.33,230.2,584.74,110.91,167.41
"K11211",368.28,70.64,69.64,258.96,327.88,251.28,5146,120.86,2721,4004.5,1213.79,120.64,33,70,93,86.64,121,37.86,125,82,40,94.5,219,181.43,251.36,279.28,493.71,510.57,351.28
"K11212",383.08,79.48,145.73,215.66,421.42,237.84,38.1,175.04,32.51,104.78,711.51,419.59,30.66,53.84,101.16,268.71,314.32,139.84,8,106.86,24,202.42,390.24,710.74,600.93,395.19,495.29,352.22,429.2
"K11216",680.59,382.61,1063.81,782.21,1062.63,443.5,349.1,416.22,513.09,374.14,2324.49,505.7,586.1,2535.29,181.33,524.74,281.99,186.13,103.83,184.65,107,239.68,465.38,1156.21,798.02,652.52,895.24,708.89,681.04
"K11249",363.64,285.68,798.66,453.79,576.82,156.71,146.09,182.97,230.48,182.42,1181.5,229.91,115.21,881.62,99.65,297.72,148.56,97.34,61.15,91.79,47.63,107.79,136.54,593.59,330.25,348.27,392.62,316.29,366.87
