"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_3A","FS_3C","FS_3E"
"K12521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01101",4.24417626944914e-05,4.65222478537963e-05,6.1126619933662e-05,6.18186454580227e-05,5.63500057794878e-05,6.56635711507761e-05,8.52237122446422e-05,9.79407693320211e-05,8.57471940968851e-05,4.28892288557113e-05,4.17324996849196e-05,3.90105188922059e-05,4.96153837027271e-05,4.7355860866338e-05,3.66210795584234e-05,4.55858319234382e-05,4.01607891960175e-05
"K01103",5.20512183989045e-06,3.11446010736712e-06,3.96384224825794e-06,7.95460511408381e-06,5.9858980498357e-06,4.84764619233918e-06,3.34210636253499e-06,3.11913278127456e-06,2.31749173234824e-06,6.67615354829469e-06,6.67719994958714e-06,6.53807579198981e-06,6.6872908468893e-06,6.856957229515e-06,5.23158279406049e-06,6.59794935733974e-06,5.57254969705506e-06
"K12520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01104",0.000585576206987676,0.000564690548217001,0.000596871193277157,0.000634550213672057,0.00059466800970954,0.000642092772930744,0.000677820946651627,0.000676227986980324,0.000671651240247837,0.000557762282807529,0.000575282508156617,0.000581888745487093,0.000560006678662084,0.000551985056975958,0.000574505295718124,0.00058081948130521,0.000570898108618986
"K05592",0.000257453334080735,0.000285557061094223,0.000281850046178762,0.000307502306267297,0.000283814131673244,0.000298350588383057,0.000301833980866441,0.000294654076737736,0.000304434141203929,0.000277768449145715,0.000285032972848001,0.00033344186539148,0.000309988288612256,0.000290777842514121,0.000285024381113444,0.000295708093924408,0.00028247062257486
"K05593",1.0009849692097e-05,7.7861502684178e-06,1.27260198496702e-05,1.72728568191534e-05,1.38294885978963e-05,1.58650239022009e-05,2.59013243096462e-05,2.49530622501965e-05,2.21215119905969e-05,7.88999964798463e-06,1.00157999243807e-05,9.58917782825172e-06,1.03545148596996e-05,6.856957229515e-06,9.30059163388531e-06,1.41955880112461e-05,7.30196167200318e-06
"K05590",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K05591",3.00295490762911e-05,1.4015070483152e-05,2.89986353951502e-05,3.68184579566165e-05,2.22923099786985e-05,3.32724806837825e-05,1.73371767556502e-05,1.80909701313924e-05,2.44390037229451e-05,1.94215375950391e-05,6.88586244801174e-06,1.24223440047806e-05,1.89832772427825e-05,1.90709122945886e-05,1.16257395423566e-06,3.99875718626651e-06,2.49803951936951e-06
"K05596",4.72464905466979e-05,2.47210271022265e-05,4.50626276644061e-05,5.63640590940796e-05,3.61217985765947e-05,4.89171570317862e-05,3.34210636253499e-05,3.74295933752947e-05,5.47770773100494e-05,2.56930757767705e-05,1.35630623975989e-05,2.04859708149014e-05,3.06321064599445e-05,2.742782891806e-05,5.42534511976643e-06,1.09965822622329e-05,7.30196167200318e-06
"K05597",1.0009849692097e-06,7.7861502684178e-07,8.34493104896409e-07,2.27274431830966e-06,1.23846166548325e-06,6.61042662591706e-07,4.17763295316873e-07,1.24765311250982e-06,4.21362133154226e-07,1.82076914953491e-06,4.17324996849196e-07,8.71743438931975e-07,1.07859529788537e-06,8.57119653689375e-07,0,1.99937859313325e-07,1.92156886105347e-07
"K05594",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,0,0,0,0,0,0,0
"K05595",0.000447840675224421,0.000440112143922316,0.000444576201633562,0.000433185067069821,0.000418806453210918,0.000444220669261626,0.000403141579980783,0.000414636717724098,0.000388706567834774,0.000423227673425227,0.000408143846918514,0.000369619218107157,0.000395413036204777,0.000425345628143352,0.000416782762593485,0.000398476153611458,0.000413521618898707
"K05599",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,0,2.17935859732994e-07,1.07859529788537e-06,2.14279913422344e-06,0,0,0
"K11964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11962",0,0,0,9.09097727323864e-07,0,0,0,0,0,4.04615366563314e-07,0,0,8.62876238308297e-07,0,0,0,0
"K14540",3.28323069900782e-05,1.44043779965729e-05,3.10848681573912e-05,4.22730443205597e-05,2.64205155303093e-05,3.90015170929106e-05,1.92171115845762e-05,1.93386232439023e-05,2.69671765218705e-05,7.080768914858e-06,2.29528748267058e-06,2.39729445706293e-06,7.98160520435174e-06,8.99975636373844e-06,9.6881162852972e-07,9.99689296566627e-07,7.68627544421388e-07
"K12529",6.00590981525821e-07,0,1.66898620979282e-06,2.27274431830966e-06,1.03205138790271e-06,1.32208532518341e-06,4.17763295316873e-07,0,4.21362133154226e-07,0,0,0,0,0,0,0,0
"K12528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02456",0.000957942615533685,0.00096665055582407,0.00091794241538605,0.000812506093795703,0.000913778298849056,0.000830269584215183,0.000845970673016669,0.000818668383991862,0.000879172090826293,0.000894604575471488,0.000836527956184214,0.000865423298999718,0.000840010017993127,0.000818763549186776,0.000938003418742475,0.000901519807643784,0.000958478547893471
"K02457",0.000168766065808756,0.000176356303579663,0.000173365942542229,0.000177501331259984,0.000189278224541356,0.000168565878960885,0.00013890629569286,0.000133082998667714,0.000143684487405591,0.000189764606918194,0.000200941985982888,0.000237985958828429,0.000219170564530307,0.000208708635673363,0.00017244846987829,0.000184142768427573,0.000186776493294397
"K02454",0.000349143557260344,0.000354075183456299,0.000363004500629938,0.000363639090929546,0.000364933370762397,0.00040962610325266,0.000286585620587375,0.000270324841043795,0.000321920669729829,0.000351408445860239,0.000327808785025044,0.000432166809850527,0.00038268561168973,0.000343919261042862,0.000299944080192801,0.000323499456368961,0.000336082393798252
"K02455",0.000265461213834413,0.000266286339179889,0.000273505115129798,0.000269547476151526,0.000291657722221305,0.000314435959839455,0.000212223754020972,0.000198168902703644,0.000242072545497103,0.000276352295362744,0.00027772978540314,0.00037201651256422,0.000317969893816607,0.000292063521994655,0.000253634884349081,0.000272715240103376,0.000289003956702442
"K02452",6.28618560663693e-05,4.61329403403754e-05,5.63282845805076e-05,7.20459948904162e-05,5.94461599431959e-05,6.78670466927485e-05,4.3029619417638e-05,4.30440323815889e-05,4.76139210464276e-05,4.79469209377528e-05,5.38349245935463e-05,4.75100174217926e-05,5.47926411325768e-05,5.03557796542508e-05,3.27458330443045e-05,3.77882554102185e-05,3.51647101572785e-05
"K02453",0.000797985217453975,0.000830976887396889,0.000727052117640997,0.000624777413103325,0.000746379563731237,0.000631516090329276,0.000648786397627104,0.000627777457777859,0.00065901037625321,0.000793248426147378,0.000733657344460887,0.000785004966758243,0.000734523397859938,0.000694266919488394,0.00081070157075367,0.000785755787101369,0.000843760886888578
"K02450",2.10206843534037e-05,9.73268783552225e-06,4.13074086923723e-05,3.02274994335185e-05,1.38294885978963e-05,0.00012515741078403,1.35773070977984e-05,1.10209358271701e-05,1.89612959919402e-05,1.03176918473645e-05,5.21656246061495e-06,6.9739475114558e-06,8.84448144266004e-06,1.45710341127194e-05,3.48772186270699e-06,3.19900574901321e-06,4.22745149431763e-06
"K02103",5.20512183989045e-06,4.86634391776112e-06,5.21558190560256e-06,1.20455448870412e-05,3.71538499644974e-06,9.25459727628388e-06,2.71546141955968e-06,3.11913278127456e-06,4.8456645312736e-06,1.01153841640829e-06,1.04331249212299e-06,1.30761515839796e-06,8.62876238308297e-07,1.92851922080109e-06,5.81286977117832e-07,1.99937859313325e-07,7.68627544421388e-07
"K08138",2.80275791378717e-06,1.36257629697311e-06,2.71210259091333e-06,5.68186079577415e-06,3.30256444128866e-06,3.745908421353e-06,2.2976981242428e-06,4.15884370836608e-07,2.10681066577113e-06,3.64153829906983e-06,2.92127497794437e-06,3.05110203626191e-06,3.23578589365611e-06,6.856957229515e-06,1.55009860564755e-06,2.79913003038656e-06,2.8823532915802e-06
"K02108",0.000530922427668826,0.000537049714764118,0.000529485875056772,0.000514322039233476,0.000519741078947803,0.000527291697193984,0.000525546225508627,0.000517983983876995,0.000530284244574594,0.000522358438233239,0.000512057771133964,0.000526097165395447,0.000507371228125278,0.00050377207645593,0.000524902140337402,0.000521837812807779,0.000537462810436655
"K02109",0.000874460469101596,0.000869907638738978,0.000848053617850976,0.000799551451181338,0.000840709060585545,0.000841727657033439,0.000831975602623553,0.000818044557435607,0.00081954934898497,0.000857379961747663,0.000864697393471535,0.000817913281577925,0.000814986607082186,0.000831406064078694,0.000887625214058929,0.000857933354313479,0.000891031480870494
"K02458",0.000160357792067394,0.000163509155636774,0.000157510573549197,0.000162046669895479,0.000175655146221041,0.00015380259282967,0.000123031290470819,0.000118319103503015,0.000128094088478885,0.000173175376889099,0.000182788348619948,0.000220986961769256,0.000204501668479066,0.000194137601560643,0.000151522138702048,0.000163949044636927,0.000167368647797757
"K02459",0.000157354837159765,0.00016195192558309,0.00015458984768206,0.000155682985804212,0.000171939761224591,0.00014983633685412,0.000120524710698918,0.00011769527694676,0.000125776596746537,0.000169331530906747,0.000179867073642004,0.000217717923873261,0.00020126588258541,0.000187494924244551,0.000149584515444989,0.00016114991460654,0.000164101980733966
"K08137",4.00393987683881e-07,1.94653756710445e-07,6.25869828672307e-07,4.54548863661932e-07,4.12820555161083e-07,4.40695108394471e-07,6.2664494297531e-07,1.45559529792813e-06,8.42724266308453e-07,8.09230733126629e-07,2.92127497794437e-06,1.74348687786395e-06,8.62876238308297e-07,6.42839740267031e-07,3.87524651411888e-07,9.99689296566627e-07,3.84313772210694e-07
"K03851",4.00393987683881e-07,1.94653756710445e-07,6.25869828672307e-07,6.81823295492898e-07,4.12820555161083e-07,4.40695108394471e-07,6.2664494297531e-07,1.45559529792813e-06,8.42724266308453e-07,6.06923049844972e-07,1.66929998739679e-06,1.52555101813096e-06,8.62876238308297e-07,6.42839740267031e-07,3.87524651411888e-07,9.99689296566627e-07,3.84313772210694e-07
"K03850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03852",2.80275791378717e-06,2.14119132381489e-06,2.92072586713743e-06,3.40911647746449e-06,3.71538499644974e-06,3.745908421353e-06,1.87993482892593e-06,4.15884370836608e-06,4.63498346469649e-06,6.47384586501303e-06,2.92127497794437e-06,6.32013993225682e-06,8.41304332350589e-06,7.92835679662672e-06,7.75049302823776e-07,2.99906788969988e-06,1.53725508884278e-06
"K03855",6.64654019555242e-05,7.00753524157602e-05,6.80111880490573e-05,7.52278369360498e-05,8.19448801994749e-05,7.60199061980462e-05,6.55888373647491e-05,6.34223665525827e-05,6.40470442394424e-05,8.07207656293812e-05,0.000102453286726478,7.97645246622757e-05,9.85836102267229e-05,0.000107568516538017,8.73868088933807e-05,7.85755787101369e-05,7.41725580366639e-05
"K03856",0.000581372070116995,0.000584350577644756,0.000529277251780547,0.000440685123320243,0.00051086543701184,0.00051649466703832,0.000552700839704224,0.000550630906987668,0.000543346470702375,0.000547039975593601,0.000521447583563071,0.000456139754421156,0.000448695643920314,0.000428988386671532,0.00058806865851754,0.000548429548096452,0.000592227522976679
"K13018",1.40137895689358e-06,1.16792254026267e-06,2.29485603846513e-06,2.95456761380256e-06,1.65128222064433e-06,3.52556086715576e-06,1.25328988595062e-06,8.31768741673215e-07,4.21362133154226e-07,1.21384609968994e-06,1.25197499054759e-06,1.08967929866497e-06,2.37290965534782e-06,4.28559826844688e-06,3.87524651411888e-07,7.99751437253302e-07,7.68627544421388e-07
"K13019",1.0009849692097e-06,5.83961270131335e-07,1.46036293356872e-06,1.59092102281676e-06,1.03205138790271e-06,1.32208532518341e-06,1.46217153360906e-06,1.03971092709152e-06,1.89612959919402e-06,4.04615366563314e-07,4.17324996849196e-07,0,4.31438119154148e-07,6.42839740267031e-07,3.87524651411888e-07,0,3.84313772210694e-07
"K13010",1.0009849692097e-05,6.22892021473424e-06,8.9708008776364e-06,1.43182892053509e-05,1.11461549893492e-05,1.14580728182562e-05,5.84868613443623e-06,7.07003430422233e-06,5.47770773100494e-06,8.69923038111126e-06,9.59847492753151e-06,1.06788571269167e-05,1.10016720384308e-05,1.26425148919183e-05,7.9442553539437e-06,9.79695510635295e-06,9.03137364695131e-06
"K13011",3.20315190147105e-06,2.14119132381489e-06,2.50347931468923e-06,2.95456761380256e-06,3.71538499644974e-06,2.42382309616959e-06,6.2664494297531e-07,1.45559529792813e-06,1.89612959919402e-06,1.4161537829716e-06,1.25197499054759e-06,2.83316617652892e-06,3.02006683407904e-06,5.14271792213625e-06,7.75049302823776e-07,1.19962715587995e-06,1.34509820273743e-06
"K13012",1.32130015935681e-05,6.22892021473424e-06,1.31432664021184e-05,1.59092102281676e-05,1.19717960996714e-05,1.76278043357788e-05,1.23240172118478e-05,8.31768741673215e-06,1.8539933858786e-05,6.06923049844972e-06,3.33859997479357e-06,4.79458891412586e-06,8.62876238308297e-06,9.64259610400547e-06,2.32514790847133e-06,3.59888146763986e-06,3.07451017768555e-06
"K13013",5.0449642448169e-05,4.78848241507695e-05,5.13213259511292e-05,6.20459198898537e-05,5.92397496656154e-05,5.75107116454784e-05,4.72072523708067e-05,4.7202876089955e-05,4.42430239811938e-05,6.41315356002853e-05,8.09610493887441e-05,6.73421806574951e-05,8.1541804520134e-05,9.57831212997877e-05,5.98725586431367e-05,6.27804878243842e-05,5.22666730206544e-05
"K13014",0,0,0,0,0,0,0,0,0,0,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K13015",0.000267863577760516,0.000261419995262128,0.000230737343503857,0.000205910635238855,0.000234275665053914,0.000185752988188269,0.000237916196682959,0.000235182611708102,0.000227746232969859,0.000246410758237059,0.000234119323232399,0.00019875750407649,0.000201913039764141,0.00020935147541363,0.00026991091970838,0.000251521827016163,0.000275745131561173
"K13016",0,0,0,4.54548863661932e-07,0,0,0,0,0,4.04615366563314e-07,0,0,4.31438119154148e-07,0,3.87524651411888e-07,0,1.92156886105347e-07
"K13017",0.000231027330893599,0.000226966280324379,0.000185048846010779,0.000141591971030692,0.000195676943146353,0.000125818453446621,0.000193424405731712,0.000195465654293206,0.000182871165788934,0.000214648451961838,0.000204697910954531,0.000170207906451468,0.000170849495185043,0.000163281294027826,0.000238908947595429,0.000218732018088778,0.000243462774695475
"K08566",0,0,0,0,0,0,0,0,0,0,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K08567",7.88776155737245e-05,7.94187327378615e-05,9.90960562064486e-05,8.34097164819645e-05,0.000106301292953979,9.07831923292609e-05,0.000127208923423988,0.000135994189263571,0.000128726131678616,6.95938430488901e-05,7.99177368966211e-05,5.68812593903114e-05,6.60100322305847e-05,6.98552517756841e-05,0.000100756409367091,9.93691160787227e-05,9.55019723943574e-05
"K13274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K13275",1.20118196305164e-06,5.83961270131335e-07,1.25173965734461e-06,2.50001875014063e-06,1.65128222064433e-06,2.20347554197235e-06,1.46217153360906e-06,1.03971092709152e-06,2.73885386550247e-06,4.04615366563314e-07,6.25987495273794e-07,2.17935859732994e-07,4.31438119154148e-07,8.57119653689375e-07,1.93762325705944e-07,3.99875718626651e-07,1.92156886105347e-07
"K13276",6.00590981525821e-07,1.94653756710445e-07,4.17246552448205e-07,1.3636465909858e-06,8.25641110322165e-07,1.10173777098618e-06,2.08881647658437e-07,4.15884370836608e-07,4.21362133154226e-07,0,2.08662498424598e-07,0,0,4.28559826844688e-07,0,1.99937859313325e-07,0
"K13277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03275",0,0,0,0,0,0,0,0,0,0,2.08662498424598e-07,0,0,0,0,0,0
"K03274",0.000295290565916862,0.000285946368607644,0.000256398006479422,0.000229547176149276,0.000273493617794217,0.000213957475125515,0.000253791201905001,0.000261591269256226,0.00024523276149576,0.000294559986858093,0.000299013360242449,0.000252805597290273,0.000271590296007536,0.000278135327622202,0.000310794770432334,0.000292908963894022,0.000306105919565818
"K03277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03271",0.000556147248892911,0.000594472572993699,0.000565369078567317,0.000509776550596857,0.000556069287801978,0.000534563166482493,0.000573589004470067,0.000579534870760813,0.000580426338419947,0.000553311513775333,0.00052186490855992,0.000543749970033819,0.000521177247938211,0.000482344085113696,0.000569661237575475,0.000574821345525811,0.000585502031962992
"K03270",0.00060659689134108,0.000589995536589359,0.00052990312160922,0.000449776100593482,0.000553385954193431,0.000461628126043208,0.000506329113924051,0.000495942112222655,0.000492572333657291,0.000572935359053653,0.000542313833405531,0.000525661293675981,0.000494428084550654,0.000478272766758671,0.000593494003637306,0.000566423955434651,0.000629698115767222
"K03273",0.000441434371421479,0.000481768047858351,0.000418915538657997,0.000357048132406448,0.000416948760712693,0.000388032042941331,0.000382462296862598,0.000378454777461313,0.000376487065973301,0.000454787672017165,0.000404596584445296,0.000443717410416375,0.000424103671128528,0.00038763236338102,0.00044139057795814,0.000441462793363823,0.000464443193716624
"K03272",0.000685274309920962,0.000721386822368909,0.000634840629549943,0.000536140384689249,0.000654114169652735,0.000563649043636528,0.000634582445586331,0.000631728359300807,0.000625933448800603,0.000712729968201278,0.000694428794757063,0.000667319602502427,0.00064953008838657,0.000642839740267031,0.000737459411636823,0.000714178033467198,0.000765745191129808
"K03279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12276",7.80768275983568e-06,3.69842137749845e-06,7.09319139161948e-06,7.04550738675995e-06,4.95384666193299e-06,6.83077418011429e-06,6.68421272506998e-06,4.36678589378438e-06,1.3062226127781e-05,2.42769219937989e-06,2.08662498424598e-07,6.53807579198981e-07,1.94147153619367e-06,1.49995939395641e-06,0,0,0
"K12270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12279",7.80768275983568e-06,3.69842137749845e-06,7.09319139161948e-06,7.04550738675995e-06,4.95384666193299e-06,6.83077418011429e-06,6.47533107741154e-06,4.15884370836608e-06,1.3062226127781e-05,2.42769219937989e-06,2.08662498424598e-07,4.35871719465987e-07,1.72575247661659e-06,1.49995939395641e-06,0,0,0
"K12278",7.80768275983568e-06,3.69842137749845e-06,7.09319139161948e-06,7.04550738675995e-06,4.95384666193299e-06,6.83077418011429e-06,6.68421272506998e-06,4.36678589378438e-06,1.3062226127781e-05,2.42769219937989e-06,2.08662498424598e-07,6.53807579198981e-07,1.94147153619367e-06,1.49995939395641e-06,0,0,0
"K07557",0,0,0,0,0,0,2.08881647658437e-07,0,0,0,0,0,0,0,0,0,0
"K07550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K07552",0.000362957149835438,0.000343369226837225,0.000391377266196416,0.00045182157047996,0.000391766706847867,0.000421304523625114,0.000364080711868655,0.000362027344813267,0.000367217099043908,0.000358286907091815,0.000409187159410637,0.000416693363809484,0.000432516714452034,0.00045898757455066,0.000363110598372939,0.000360887836060552,0.000339733374634253
"K06319",0,0,0,0,0,2.20347554197235e-07,0,0,2.10681066577113e-07,0,0,0,0,0,0,0,0
"K09909",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,2.08662498424598e-07,0,0,2.14279913422344e-07,0,0,0
"K09908",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K12051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12057",1.78175324519327e-05,1.42097242398625e-05,2.16968207273066e-05,2.77274806833779e-05,1.30038474875741e-05,2.26957980823152e-05,1.46217153360906e-05,1.49718373501179e-05,1.41156314606666e-05,7.080768914858e-06,6.67719994958714e-06,5.66633235305784e-06,9.70735768096834e-06,1.13568354113842e-05,3.1001972112951e-06,3.39894360832653e-06,4.22745149431763e-06
"K12056",1.74171384642488e-05,1.42097242398625e-05,2.14881974510825e-05,2.72729318197159e-05,1.19717960996714e-05,2.20347554197235e-05,1.35773070977984e-05,1.47638951646996e-05,1.39049503940895e-05,6.67615354829469e-06,4.79923746376576e-06,5.66633235305784e-06,6.47157178731222e-06,9.64259610400547e-06,1.93762325705944e-06,3.39894360832653e-06,3.45882394989624e-06
"K06221",2.56252152117684e-05,1.45990317532834e-05,2.52434164231164e-05,3.06820482971804e-05,2.0228207202893e-05,2.33568407449069e-05,2.71546141955968e-05,3.38945762231835e-05,2.57030901224078e-05,8.90153806439292e-06,8.76382493383312e-06,7.62775509065478e-06,8.62876238308297e-06,6.42839740267031e-06,6.00663209688426e-06,6.79788721665306e-06,4.99607903873902e-06
"K09900",0,0,0,0,0,0,0,0,0,0,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K09903",0.000529721245705774,0.000532183370846356,0.00053094623799034,0.000517049332415448,0.000520153899502964,0.000534122471374098,0.000532648201529014,0.000534203474339622,0.00052986288244144,0.000516491515418071,0.000505171908685952,0.000519123217883991,0.000500468218218812,0.000491343841477434,0.000522770754754637,0.00051583967702838,0.000532658888284022
"K09902",6.00590981525821e-07,7.7861502684178e-07,1.04311638112051e-06,2.27274431830966e-06,1.23846166548325e-06,1.98312798777512e-06,2.08881647658437e-07,6.23826556254911e-07,4.21362133154226e-07,6.27153818173137e-06,2.50394998109518e-06,3.26903789599491e-06,4.09866213196441e-06,3.85703844160219e-06,3.87524651411888e-07,5.99813577939976e-07,0
"K09904",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K09907",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K09906",2.0019699384194e-07,0,2.08623276224102e-07,0,0,0,2.08881647658437e-07,0,0,2.02307683281657e-07,1.25197499054759e-06,4.35871719465987e-07,4.31438119154148e-07,2.14279913422344e-07,0,0,0
"K11501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03234",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K00773",0.000528720260736565,0.000558656281758977,0.000528442758675651,0.000493867340368689,0.000508594923958454,0.000524867874097814,0.000497764966370055,0.000484713234210066,0.000480984874995549,0.000528832284098252,0.000500164008723762,0.000523046063359185,0.000511901328376397,0.000497772238880105,0.000540984413370996,0.000528435762165119,0.000548992223602976
"K00772",0.000473866284423873,0.000499481539719002,0.000470236864609127,0.000435685085819962,0.000463803893723476,0.000455017699417291,0.000468312654050215,0.000471612876528713,0.000456335190206027,0.000483313055359879,0.000475333171411235,0.000488394261661639,0.000460344473137476,0.000444630820351363,0.000500294324972747,0.000489048003880394,0.0005067177086598
"K00777",1.80177294457746e-06,4.28238264762979e-06,3.75521897203384e-06,3.86366534112642e-06,2.68333360854704e-06,2.64417065036682e-06,1.87993482892593e-06,3.11913278127456e-06,1.47476746603979e-06,3.03461524922486e-06,4.38191246691656e-06,3.92284547519389e-06,4.09866213196441e-06,4.71415809529156e-06,1.7438609313535e-06,2.59919217107323e-06,2.49803951936951e-06
"K00776",0,0,0,0,0,0,0,0,0,0,0,2.17935859732994e-07,0,2.14279913422344e-07,0,0,0
"K06313",2.40236392610329e-06,1.36257629697311e-06,2.08623276224102e-06,6.36368409126705e-06,3.30256444128866e-06,4.62729863814194e-06,2.2976981242428e-06,2.28736403960134e-06,2.73885386550247e-06,8.09230733126629e-07,1.04331249212299e-06,6.53807579198981e-07,8.62876238308297e-07,1.28567948053406e-06,5.81286977117832e-07,3.99875718626651e-07,1.92156886105347e-07
"K06315",6.00590981525821e-07,1.94653756710445e-07,4.17246552448205e-07,1.13637215915483e-06,8.25641110322165e-07,1.10173777098618e-06,2.08881647658437e-07,2.07942185418304e-07,4.21362133154226e-07,0,2.08662498424598e-07,0,0,4.28559826844688e-07,0,1.99937859313325e-07,0
"K05574",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,1.02273494323935e-05,9.4948727687049e-06,8.15285950529771e-06,1.29506621548231e-05,2.18339294689219e-05,1.1166096528587e-05,5.05769208204143e-06,1.25197499054759e-06,2.83316617652892e-06,3.23578589365611e-06,4.28559826844688e-06,1.93762325705944e-06,1.79944073381993e-06,1.92156886105347e-06
"K10201",1.20118196305164e-05,8.75941905197002e-06,1.37691362307908e-05,2.15910710239418e-05,1.2591026932413e-05,1.18987679266507e-05,1.54572419267243e-05,1.76750857605558e-05,2.19108309240198e-05,1.01153841640829e-05,1.33543998991743e-05,1.67810611994405e-05,1.07859529788537e-05,9.85687601742781e-06,9.6881162852972e-06,1.37957122926195e-05,8.83921676084596e-06
"K07176",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.29506621548231e-05,2.18339294689219e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.79944073381993e-06,1.92156886105347e-06
"K07177",3.06301400578169e-05,2.25798357784116e-05,3.52573336818733e-05,6.0454998867037e-05,3.44705163559504e-05,4.60526388272222e-05,5.82779796967038e-05,6.07191181421447e-05,6.40470442394424e-05,2.50861527269255e-05,2.87954247825945e-05,3.00751486431531e-05,2.35133774939011e-05,2.22851109959238e-05,1.93762325705944e-05,2.55920459921057e-05,1.72941197494812e-05
"K07174",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.29506621548231e-05,2.18339294689219e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.79944073381993e-06,1.92156886105347e-06
"K07175",0.000155152670227504,0.000169154114581377,0.000151877745091146,0.000172046744896041,0.000169669248171205,0.000148954946637331,0.000136190834273301,0.000137033900190662,0.00015105832473579,0.000168117684807057,0.000143768461414548,0.000210526040502072,0.000173869562019122,0.000142710422339281,0.000136408677296985,0.000152152710937441,0.000154686293314804
"K07172",0.000267463183772832,0.000250130077372922,0.000226147631426927,0.000192501443760828,0.000229734638947142,0.000167684488744096,0.000224756652880478,0.000221042543099657,0.000217001498574427,0.000246006142870495,0.00023098938575603,0.000200718926814087,0.000204285949419489,0.000206137276712295,0.000254797458303316,0.00024292449906569,0.000263831404622641
"K07173",2.0019699384194e-06,9.73268783552225e-07,2.29485603846513e-06,4.54548863661932e-06,2.88974388612758e-06,4.84764619233918e-06,2.92434306721811e-06,4.15884370836608e-06,6.95247519704473e-06,6.27153818173137e-06,3.12993747636897e-06,3.05110203626191e-06,4.09866213196441e-06,3.21419870133516e-06,5.81286977117832e-07,7.99751437253302e-07,3.84313772210694e-07
"K07170",0.000227223588010602,0.000204191790789257,0.000177747031342935,0.000168183079554915,0.000158523093181856,0.000135073050722905,0.000149768141371099,0.000156164581249146,0.000151479686868944,0.000184706914836153,0.000155870886323175,0.000151465422514431,0.000141511703082561,0.000153210138096976,0.000162566591267287,0.000147154264454607,0.000184086296888922
