"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K14055",1639.59,8017.26,8739.56,798.1,2231.69,1744.66,2669.88,16229.67,11750.54,1430.2,2643.13,1362.34,2999.6,623.25,1003.85,7401.13
"K14056",685.65,1091.31,1320.63,133.7,335.13,704.78,878.94,2097.25,7358.39,941.8,1610.02,588.13,1628.86,488.39,589.15,1597.59
"K14057",690.53,1058.21,1441.83,614.16,1737.91,927.88,687.45,750.67,6850.69,647.08,986.58,645.21,1018,478.45,448.87,2639.33
"K14058",11099.25,10603.66,14083.96,1219.5,2843.29,5605.42,7534.29,18917.52,46836.44,4631.45,25512.12,21649.69,28910.76,6432.35,5489.76,10647.28
"K14059",809.91,1057.34,2025.33,1153,3274.17,1709.38,577.33,518.74,7089.39,397.83,585.84,662.09,976.01,173.57,560.5,4178.16
"K14060",49,1,87,4,6,2,15,7,70,8,15,3,88.86,12,121,85
"K14061",428.7,805.88,373.33,37,71.58,467.71,510.78,307.64,1557.36,529.75,322.58,341.55,472.34,406.28,345.54,684.17
"K14062",813.58,1128.39,1832.7,1149.38,3260.34,1307.08,660.16,536.89,6633.86,429.87,704.59,846.43,855.47,392.9,554.79,4148.29
"K14063",801.26,1133.93,1587.23,642.77,1796.69,1019.66,870.17,1316.86,7261.21,829.68,1195.8,766.01,1289.27,511.25,592.18,2984.8
"K14064",1130.26,7731.93,7159.23,651.77,1807.69,1262.66,1174.17,14888.86,7791.21,989.68,1801.8,833.01,1361.27,527.25,713.18,4857.8
"K14080",91.95,198.32,65.32,18.32,21.36,37.3,241.33,130.24,888.32,814.7,308.38,77.62,463.35,46.64,242.98,490.36
"K14081",63.96,147.99,48.99,9.99,16.02,22.99,177,90.96,630.99,554.01,223.02,55.98,350.01,34.98,161,367.02
"K14082",12.99,49.33,16.33,3.33,5.34,6.33,40,30.32,210.33,38.67,74.34,18.66,113.34,11.66,45,122.34
"K14083",82.97,192.66,62.66,12.66,24.68,24.66,255,162.64,814.66,1176.34,292.68,203.32,458.67,48.32,248,482.68
"K14084",51.63,147.99,48.99,9.99,16.02,20.66,145.33,90.3,628.99,333.34,221.35,55.65,346.68,34.98,147.67,367.02
"K14086",13.32,49.33,16.33,3.33,5.34,6,41,29.66,208.33,38,72.67,18.33,116.67,11.66,44.67,122.34
"K14087",13.32,49.33,16.33,3.33,5.34,6,41,29.66,208.33,38,72.67,18.33,116.67,11.66,44.67,122.34
"K14088",13.65,49.33,16.33,3.33,5.34,6,45.67,29.66,208.33,39,72.67,18.33,120,11.66,44.67,122.34
"K14089",12.99,49.33,16.33,3.33,5.34,6,36.33,29.66,208.33,37,72.67,18.33,113.34,11.66,44.67,122.34
"K14090",12.99,49.33,16.33,3.33,5.34,6,40,29.66,208.33,38,72.67,18.33,113.34,11.66,44.67,122.34
"K14091",13.32,49.33,16.33,3.33,5.34,6,41,29.66,208.33,38,72.67,18.33,116.67,11.66,44.67,122.34
"K14092",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14093",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14094",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14095",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14096",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14097",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14098",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14099",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14100",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14101",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14102",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14103",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14104",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14105",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14106",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14107",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14108",0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0
"K14109",0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0
"K14110",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14111",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14112",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14113",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14114",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14115",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14116",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14117",0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0
"K14118",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14119",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14120",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14121",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14122",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14123",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14124",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14125",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14126",673.5,57.5,65,152,849,24.5,28.5,22,327,23,151,8.5,10.5,668,11.5,17.5
"K14127",735.83,69.83,81.33,153,857,36.17,44.83,50.33,500.33,28,201,26.5,121.5,688,53.5,41.5
"K14128",673.5,57.5,65,152,849,24.5,28.5,22,327,23,151,8.5,10.5,668,11.5,17.5
"K14136",291,105,138,19,15,629,1274,58.33,185,4659,279,155,218.5,69,240.22,36.56
"K14138",12,1,0,5,0,2,27,0,4,219,1,0,0,0,13,1
"K14145",101,4,0,8,13,31,33,0,478,29,0,0,0,0,3,0
"K14153",727,33.5,87,50,126,1282,1172,520,709.5,601,488,457,341,37,239,1143.5
"K14155",7653.87,8815.07,10075.16,1739.88,4436.04,3593.79,10986.51,18809.09,25859.46,15926.48,6424.41,3322.11,5291.1,944.07,2438.85,12277.3
"K14159",0,0,1.5,0,0,4,0,0.5,5,0,0,0.5,0,0,0,0
"K14160",169,42,161,32,54,372,960,118,718,569,349.5,123.5,139.86,66.5,77,148
"K14161",666,146.25,353.5,129.5,232.5,1035.5,3591.71,339.14,1751.75,5786.36,751,584.5,1691.22,169.5,477,1274.25
"K14162",999,436.65,509.5,232.5,371.5,2391.33,4261.21,1992.47,6144.08,6166.86,2086.27,752.5,2192.52,183.33,675.55,1605.01
"K14164",0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1
"K14165",0,0.67,3.67,0,0,0.33,1.67,1,0,0.33,6,1,0,2,1.67,0.33
"K14166",14.5,11.17,77.5,9.84,2.67,7,69.51,60.82,197.5,16.17,18.83,6.17,37.83,7.83,23.78,101.46
"K14170",12471.59,11954.16,15021.04,1368.5,3044.71,6501.31,9001.09,19876.94,50166.53,6980.15,26526.74,22876.02,30842.21,6588.51,5882.21,13285.07
"K14187",1403.89,7835.76,7332.76,710.1,1915.09,1416.96,1504.78,15275.17,8880.44,1232.7,2103.73,1270.14,2458.8,554.95,925.45,6572.13
"K14188",5201.38,238.5,448.36,158.5,200.99,730.27,2766.99,601.5,1148.76,1075.24,394.17,737.21,427.94,66.02,124.84,1859.34
"K14189",147,84,96,20.17,38.67,24.83,128.17,90.33,551,29.5,135.17,235,875.5,18.5,81.17,974.5
"K14192",2.5,0,0,2,0,45,1090,5,8,94.83,0.5,6.5,113,1.5,8.33,2
"K14193",0.5,0,0,0,0,3.5,0,5,6,0,0.5,0,21.5,0.5,0,0
"K14194",8.5,0,0,8,0,143,3308,25,38,313.99,2.5,21.5,472,6.5,28.99,8
"K14195",2.5,0,0,4,0,46,1119,5,10,111.83,0.5,8.5,203,2.5,8.33,4
"K14196",2.5,0,0,2,0,45,1090,5,8,94.83,0.5,6.5,113,1.5,8.33,2
"K14197",2.5,0,0,2,0,45,1090,5,8,94.83,0.5,6.5,113,1.5,8.33,2
"K14198",2.5,0,0,0,0,44,1085,5,6,94.83,0.5,4.5,23,0.5,8.33,0
"K14199",5,0,0,2,0,89,2151,10,14,172.66,1,11,136,2,16.66,2
"K14200",0.5,0,0,0,0,3.5,9,5,6,12.5,0.5,0,21.5,0.5,4,0
"K14201",2.5,0,0,2,0,45,1090,5,8,94.83,0.5,6.5,113,1.5,8.33,2
"K14202",0.5,0,0,0,0,3.5,45.33,5,6,31.83,0.5,0,21.5,0.5,4.33,0
"K14203",2.5,0,0,2,0,45,1090,5,8,94.83,0.5,6.5,113,1.5,8.33,2
"K14204",4.5,0,0,2,0,85.5,2124,5,8,157.83,0.5,11,114.5,1.5,12.33,2
"K14205",2675.62,177.5,388.53,85.66,100.24,461.79,2100.74,459.15,1554.72,434.67,219.26,439.13,381.54,61.19,119.1,394.68
"K14215",19,0,0,0,0,46,1218,19,10,4338,71,8,1,1,74,0
"K14249",6,0,0,0,0,3,3,0,7,0,1,0,18,0,0,2
"K14250",0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.22,3.56
"K14252",0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.22,3.56
"K14253",0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.22,3.56
"K14256",0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.22,3.56
"K14257",109.56,171.85,717.7,55.57,167.71,101.55,144.59,1174.82,5264.05,163.73,979.42,62.86,765.73,34.57,64.84,448.43
"K14259",26,13.67,29.17,22,29.5,37.33,73.17,18,416.5,116.33,9.5,2,13.5,2.5,13.67,98.33
"K14260",3223.47,8469.46,8885.99,1064.66,2638.61,3601.55,6802.86,18116.77,14622.74,8510.03,5818.5,2114.9,4631.64,836.37,1767.82,11279.24
"K14261",10818.76,10340.26,10922.56,1139.77,2491.19,2691.82,6320.17,16699.53,24503.88,4009.34,25463.46,21781.51,28413.63,6327.75,5152.85,8098.79
"K14266",212.56,120.85,457.7,46.57,125.71,103.55,654.59,963.82,3085.05,217.73,697.42,251.86,626.73,33.57,173.84,956.43
"K14267",11145,3195.05,7188.4,719.9,1163.6,5826.93,8382.25,5329.18,42539.48,8643.75,25513.92,20873.35,27875.96,6165.93,5291.3,4676.16
"K14273",21,1.34,7.34,0,0,3.66,5.34,2,1,0.66,12,6,3,4,27.34,0.66
"K14287",1228.25,7817.66,7188.96,659.17,1824.29,1293.42,1339.58,14945.71,8034.11,1279.59,2031.62,877.19,1423.76,622.85,814.26,6205.95
"K14330",0,0,0,0,0,0,0,0,6,4.5,0,0,1,0,3.5,0
"K14331",0,0,0,0,0,0,0,0,6,4.5,0,0,1,0,3.5,0
"K14333",252.91,742.97,250.45,19.79,31.67,417.25,261.83,163.75,874.94,465.45,231.84,209.09,218.63,243.57,122.09,248.76
"K14335",0,2,0,1,0,12,67,14.33,20,341,0,1,5.5,0,50.22,20.56
"K14337",277,19.25,21,16.5,13,97,1261,41,85.25,4681,230,66,202.5,68,230,26.25
"K14338",20,7,18.5,0.17,1.17,16.66,101.67,3.83,167.83,6,2.67,5,51.86,7,45,27.5
"K14339",277,17.25,21,15.5,13,91,1261,36,84.25,4679,230,66,202.5,68,230,21.25
"K14340",181,257,124,50,31,1258,1590,1641.66,3673,4706,87,145,20,2,131.44,32.12
"K14347",1546.15,8068.11,7796.86,723.27,1958.4,1466.71,1575.31,15853.93,10922.29,2265.52,2813.1,1100.65,2177.99,696.82,1108.46,6601.67
"K14348",679.7,1071.28,1131.73,598.4,1669.18,909.81,799.53,449.49,4467.26,627,636.73,667.4,721.64,473.88,473.29,3727.32
"K14358",10,0,0,0,5,1,0,2,14,20,0,2,6,1,13,2.5
"K14369",0,0.25,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0.25
"K14371",0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0
"K14387",0,5,2.5,0.17,0.17,0,0.17,2.83,4.17,0,0.67,0,0,0,0.17,2.5
"K14392",1506.59,7856.26,7405.81,760.1,2043.69,1375.66,2420.67,15336.53,8866.79,1466.34,2348.13,1241.34,1720.6,600.25,1416.68,5986.13
"K14393",11456.59,10787.98,14390.13,1429.17,3174.46,6952.75,10726.64,20212.18,50991.86,6726.45,27518.22,21885.19,28676.28,6505.68,6306.49,11504.45
"K14414",288.91,143.72,301.53,30.38,56.34,157.79,298.16,235.39,538.29,220.53,247.92,242.26,304.66,260.9,316.46,308.29
"K14415",2121.81,2634.68,2908.01,632.44,1696.69,1842.72,4611.5,2224.93,10116.27,6167.61,4264.51,2171.6,5046.42,642.41,1480.1,4387.37
"K14441",12442.86,4942.11,9427.56,1469.57,3175.51,6163.94,9218.2,6070.65,49880.81,24176.16,26281.73,22823.4,31375.16,7558.71,61784.3,10497.82
"K14445",2005.75,2525.67,3409.92,433.83,791.25,3969.66,5681.22,5363.34,15298.75,1925.91,1536,1797,4642.5,332.25,955.17,4091.99
"K14446",30,98,130,25,31,37,841,33.33,240,353,284,24,40,2,4.22,172.56
"K14447",21,12.25,64,30.5,32,15,834,64.33,274.25,366,267,15,46.5,3,4.22,234.81
"K14448",16,10,13,24,32,13,829,27,222,353,251,14,27,1,4,147
"K14449",16,10.67,14.67,24,31,11.33,829.67,28,210,353.33,256,15,25,3,5.67,142.33
"K14451",2,0,0,0,2,0,0,13,0,125,0,2,0,0,0,0
"K14465",16,2,3,21,28,42,66,1,102,114,132,13,30,11,10,93
"K14466",5,0,6,5,7,2,10,62,23,0,1,8,0,0,0,9
"K14467",10,2,3,0,0,12,4,1,8,1,132,13,19,11,1,1
"K14470",0,0,0,0,0,4,7,0,4,319,0,1,1,0,45,0
"K14475",59.13,256.49,124.99,164.99,869.02,39.15,175.5,145.28,1153.99,170.35,330.36,80.14,463.18,48.98,185.16,609.52
"K14518",0,0,0,0,0,0,0,0,6,4.5,0,0,1,0,3.5,0
"K14519",1312.39,1166.56,1157.88,303.08,590.72,785.07,2751.75,1429.36,7328.8,2772.42,5703.92,1348.17,4850.89,513.95,1120.11,11792.62
"K14520",0,0,0,0,0,4,0,0,4,25,0,1,1,0,12,0
"K14534",57,88,132,36,38,132,95,140,1066,137,460,46,619,13,25,122
"K14540",3356.38,432.17,803.78,303.17,556.16,891.1,5024.58,1744.97,4926.56,1913.56,1603.06,1285.38,1728.73,220.52,988.96,4519.22
"K14561",267.82,238.83,555.33,199.33,933.34,110.83,208.5,114.32,1298.33,209.67,634.34,290.16,812.17,80.66,237.5,281.84
"K14563",0,2,0,1,0,0,0,5,1,2,0,0,0,0,0,11
"K14564",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K14568",252.5,132.5,494,49,86,88.5,160.5,127,801,168,530,275.5,701.5,68,196.5,155.5
"K14574",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K14578",0,0,0,0,0,0,0,0,0,392,0,0,0.86,0,4,0
"K14581",0,0,0,0,0,0,0,3,0,3,0,42,0.86,1,6,0
"K14587",6.92,8.17,6,3.84,6.67,11.58,4.33,10.67,35.17,1.67,8.5,8.09,29.84,1.58,28.67,27.34
"K14588",1130.26,7733.93,7161.23,652.1,1807.69,1262.66,1174.17,14889.53,7791.54,989.68,1801.8,833.01,1361.27,527.25,713.18,4873.13
"K14591",700.7,1063.88,1445.33,623,1743.58,930.71,698.78,761.64,6915.36,859.75,1010.58,659.55,1033.34,480.28,486.54,2657.67
"K14597",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"K14605",0,0,0,0,0,0,0,0,6,4.5,0,0,1,0,3.5,0
"K14606",0,0,0,0,0,0,0,0,6,4.5,0,0,1,0,3.5,0
"K14623",99.25,624.25,131.5,10.75,15.75,300.79,50.83,78.6,570.82,15.25,25.25,15,172,12.75,132.75,191.25
"K14626",0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0
"K14630",0,0,0,0,0,1,1,9.33,0,0,0,0,3,0,0.22,4.56
"K14631",0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.22,3.56
"K14645",409.5,188.07,266.17,144.5,254,268.99,1698.67,680.5,1783.16,488.83,931.94,636,1903.66,51.16,320.83,2365.03
"K14647",248,109,207,87.34,198.34,83.33,2318.84,300.16,748.67,1172,368.34,206,206,68.5,567.17,822
"K14652",15625.88,4925.55,9177.18,1254.74,2061.42,9055.52,19056.16,9630.98,55712.39,37886.97,28400.32,23607.4,32853.69,7292.62,62780.26,10510.37
"K14653",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K14654",177.14,1263.83,968.33,222.66,1020.68,106.49,269.17,356.64,4319.66,565.67,459.68,152.82,460.84,63.32,233.17,429.51
"K14656",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K14658",0,0,0,0,0,0,0,9.33,0,0,6,0,0,0,0.22,3.56
"K14659",0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.22,3.56
"K14660",16,5,6.5,0,2.5,9.5,1,16,10.5,125.5,3.5,3,4.5,0,0,3
"K14665",528.72,251.32,447.4,122.36,263.63,259.34,1507.17,947.49,1126,671.68,642.76,456.95,472.86,332.39,767.04,833.63
"K14667",14,90.25,117,3.5,0,25,13,7,19.25,2,33,10,17.5,1,0,34.25
"K14668",14,90.25,117,3.5,0,25,13,7,19.25,2,33,10,17.5,1,0,34.25
"K14669",14,90,117,3,0,25,13,7,19,2,33,10,17.5,1,0,34
"K14670",14,90.25,117,3.5,0,26,14,8,19.25,2,49,10,20.5,1,0,35.25
"K14671",0,2.25,0,1.5,0,3,2,6,16.25,2,16,0,7.5,0,0,13.25
"K14672",0,2.4,0,1,0,2,1,15.33,16,2,16.6,0,5.3,0,0.22,15.76
"K14673",0,2.25,0,1.5,0,3,2,6,16.25,2,16,0,7.5,0,0,13.25
"K14680",0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
"K14681",256,99,163,32,72,119,253.71,314.14,921,109.86,290,394,1061,27,185,1596
"K14682",11070.59,10575.66,14079.96,1213.5,2832.29,5591.76,6760.63,18739.52,46462.44,4406.45,25470.78,21571.69,28798.76,6429.35,5436.6,10602.28
"K14683",135,79,95,21,43,89,130.71,200.14,570,35.86,129,195,890,21,74,962
"K14698",19,0,0,0,0,46,1238,19,10,4358,71,8,1,1,79,0
"K14699",19,0,0,0,0,46,1218,19,10,4338,71,8,1,1,74,0
"K14727",197,265,128,67,55,1221.33,636,1633.33,3737.33,454,93.67,143,46.86,2.33,111.55,219.56
"K14728",19,0,0,0,0,42,1218,19,6,4338,71,7,0,1,74,0
"K14730",0,0,0,0,0,4,0,9.33,4,25,0,1,1,0,12.22,3.56
"K14733",33,88,117,2,0,73,1237,21,17,4364,104,19,15,2,86,22
"K14742",12572.42,11886.33,15760.79,1591.01,3501.79,6650.42,12978.52,20854.01,53983.82,6796.4,27548.16,23380.53,33105.21,6749.51,6613.56,14471.5
"K14743",353,17,21,15,13,266,6113,112,101,22011,514,96,203,72,521,10
"K14744",504.42,240.85,1259.83,600.19,1676.68,604.08,325.32,256.38,3457,170.84,383.34,347.11,815.53,123.06,730.01,2488.35
"K14745",3.3,11.5,5.2,3,20.4,8.3,0.9,3.5,41.9,1.5,4.6,13.8,31.2,1.7,22.6,125
"K14746",0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
"K14748",0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
"K14749",5,0,6,5,7,2,10,62,23,0,1,8,0.86,0,0,9
"K14750",0,0,0,0,0,0,0,0,0,318,0,0,1.72,0,45,0
"K14761",2112.09,8202.83,7611.31,889.77,2178.19,2890.3,4434.22,17119.5,15502.83,2582.37,3719.56,1648.01,3614.09,718.41,1400.02,7041.17
"K14762",1132.59,7735.26,7163.56,652.1,1807.69,1262.66,1175.17,14890.53,7795.54,990.34,1804.13,833.34,1362.6,527.25,715.85,4873.13
"K14940",18.49,49.83,16.33,3.33,5.34,22.83,40.83,30.32,217.33,50.67,74.34,19.16,119.84,11.66,48.5,125.84
"K14941",181.82,1304,1115,205.33,988.34,643.16,1429.17,322.65,4177.83,4794,383.34,211.16,349.67,45.66,283.39,322.23
"K14949",292,108,140,21,20,115,1268,54.33,106,4981,289,76,220,70,270.22,60.56
"K14952",19,0.25,0,0.5,0,46,1225,19,10.25,4657,71,8,1,1,119,0.25
"K14953",19,0,0,0,0,54,1218,19,18,4656,71,10,3,1,119,0
"K14954",31,34,0,13.67,53.33,52.33,1241.67,126.66,12.67,4357.33,73,82.67,51.33,6.33,82.34,123.67
"K14955",19,0,0,0,0,42,1218,19,6,4338,71,7,0,1,74,0
"K14956",19,0,0,0,0,46,1218,19,10,4656,71,8,1,1,119,0
"K14972",7,81.4,14.9,4.4,2.6,9.1,112.75,24.35,109.9,3.25,86.15,25.35,4.3,1.6,4.75,1198.15
"K14974",128.56,144.05,471.9,48.77,130.11,118.95,183.39,892.22,2913.85,401.93,645.22,124.46,574.79,38.97,125.64,464.63
"K14977",245.67,51.82,117.75,67.59,138.17,177.8,356.33,350.47,643.46,545.92,1353.52,145.34,642.14,30.66,458.25,463.29
"K14978",329,6600,5574,9.33,11,243,304,13572.67,520.33,160,606,67,70,16,121,1879.33
"K14979",329,6600,5574,9.33,11,243,304,13572.67,520.33,160,606,67,70,16,121,1879.33
"K14980",16,10,11,23,30,11,867,25,210,356,250,56,25,2,10,142
"K14981",16,10,11,23,30,11,867,25,210,356,250,56,25,2,10,142
"K14982",75.05,42.5,84.03,18.83,40.49,139.13,65.15,348.17,206.22,140.58,167.18,92.21,124.28,18.69,55.84,1607
"K14983",75.05,42.5,84.03,18.83,40.49,139.13,65.15,348.17,206.22,140.58,167.18,92.21,124.28,18.69,55.84,1607
"K14986",0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
"K14987",0,0,0,0,0,0,117,0,0,0,35,0,0,0,0,0
"K14988",5,27,16,8,30,7,26,9,61,3,5,15,8,2,16,1491
"K14989",6,27,16,9,30,15,26,9,64,3,5,15,13,2,16,1491
"K14998",16,10,11,24,31,11,906,33,210,555,250,98,25.86,3,18,142
"K15011",282,126,1097,135,318,371,2121,787,702,838,375.5,243.5,374.86,62.5,79,910
"K15012",289,134,1116,136,319,376.5,2129.5,801,1016,840.5,375.5,243.5,374.86,63,82,913
"K15016",63,8.34,18.84,26.17,36.17,50.66,95.51,69.83,132.17,118.66,146.67,35,49,15,72.51,106.16
"K15017",6,0,0,21,28,30,62,0,94,113,0,0,11,0,9,92
"K15018",6,0,0,21,28,30,62,0,94,113,0,0,11,0,9,92
"K15019",150,72,97,51,81,59,210,188,637,137,128,207,885,16,62,1077
"K15020",21,2,9,26,35,44,76,63,125,114,133,21,30,11,10,102
"K15022",0,0,0,0,0,0,42,0,0,109,0,0,0,0,7,0
"K15023",12,1,0,5,0,2,27,0,4,219,1,0,0,0,13,1
"K15024",1086.28,852.46,344.33,80.91,108.16,531.59,715.2,317.42,3260.12,1193.83,958.83,358.21,433,1062.2,274.12,612.58
"K15034",11334.26,10847.18,14360.23,1309.6,2924.69,6793.99,9232.88,20188,50347.12,5737.54,25715.47,21773.01,28945.63,6433.58,5610.73,9872.94
"K15036",6,0,0,21,28,30,62,0,94,113,0,0,11,0,9,92
"K15037",6,0,0,21,28,30,62,0,94,113,0,0,11,0,9,92
"K15038",23,2,3,21,28,42,66,2,102,114,132,15,37,11,15,93
"K15039",6,0,0,21,28,30,62,0,94,113,0,0,11,0,9,92
"K15051",5202.45,231.5,385.13,160.33,246.69,747.53,1589.85,738.17,1147.92,706.58,410.98,769.61,374.38,69.79,159.14,2167.5
"K15052",12,34,0,13.67,53.33,6.33,23.67,107.66,2.67,19.33,2,74.67,50.33,5.33,8.34,123.67
"K15054",73.56,29.85,61.7,13.57,23.71,45.55,138.59,514.82,204.05,319.73,93.42,42.86,146.59,20.57,62.84,196.43
"K15060",0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
"K15067",0,0.25,0,0.5,0,0,0,1,0.25,196,16,0,0.86,0,2,0.25
"K15125",2537.27,22027.82,20846.03,463.42,1092.04,2111.93,3380.67,47147.49,26723.38,3474.13,7544.36,1745.68,5666.21,948.89,1476.49,14013.46
"K15226",0,0,0,0,0,0,0,0,6,4.5,0,0,1,0,3.5,0
"K15228",0,0,5,0,4,0,2,9,10,198,4,4,18.86,5,20,0
"K15229",0,0,5,0,4,0,2,9,10,198,4,4,18.86,5,20,0
"K15230",0,0,0,0,0,0.33,61.67,0,1.67,150.67,0,0,0,0,11.67,0.33
"K15231",0,0,0,0,0,0.33,61.67,0,1.67,150.67,0,0,0,0,11.67,0.33
"K15232",40.5,12,5,7,13.5,40.5,27,17,50,19,18.5,46,40.5,2,8,127
"K15233",40.5,12,5,7,13.5,40.5,27,17,50,19,18.5,46,40.5,2,8,127
"K15234",40.5,12,5,7,13.5,40.83,46.67,17,51.67,60.67,18.5,46,40.5,2,12.67,127.33
"K15256",2586.13,8620.92,11588.57,958.07,2471.85,4722.3,4426.22,18398.81,37993.99,2806.35,3661.38,8067.04,6471.17,807.24,1637.44,9619.47
"K15257",2455.76,8328.26,11165.56,904.27,2362.69,4615.99,4071.21,17384.17,34799.71,2446.03,2846.46,7889.01,5780.77,759.25,1470.18,7776.96
"K15268",974.03,1180.61,1342.16,670,1819.58,1085.04,1924.78,532.14,5287.69,1329.41,2041.18,899.38,2120.33,511.61,784.54,3786.37
"K15269",587.61,1659.54,647.66,54.91,95.16,803.71,645.7,430.92,2438.27,565.49,497.33,602.54,1319.69,417.03,284.12,1624.33
"K15270",8,0,2,0,3,1,39,25,15,338,65,173,0.86,59,73,2
"K15311",0,4,2,0.33,0,0.66,0,1.17,102.99,4,0,1,0,1.5,44,15.33
"K15312",0,1,0,0,0,0.33,0,0.5,51.33,2,0,1,0,1.5,22,0
"K15313",0,4,2,0.33,0,0.66,0,1.17,102.99,4,0,1,0,1.5,44,15.33
"K15314",0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0.5
"K15315",0,0.25,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0.25
"K15320",14,88,117,2,0,27,12,2,7,0,33,11,14,1,0,22
"K15327",0,1,0,0,0,0.33,0,0.5,51.33,2,0,1,0,1.5,22,0
"K15328",0,1,0,0,0,0.33,0,0.5,51.33,2,0,1,0,1.5,22,0
