"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K07105",2862.88,342.17,671.78,224,371.99,575.77,2684.54,964.83,3158.23,1149.37,1214.89,655.88,503.73,115.69,686.8,2389.72
"K07106",5378.2,9457.64,9150.22,1555.35,3996.69,3119.17,6355.68,16640.22,15964.23,3106.51,3728.51,2958.22,5760.89,1234.11,2012.31,11904.57
"K07107",16592.43,15345.37,23763.22,2989.56,6683.39,14726.5,30014.89,29019.22,99105.59,42778.2,33169.02,26588.76,39580.95,8666.65,65343.67,28005.07
"K07108",470.98,1454.67,1890.67,257.33,1094.34,179.32,357.01,328.98,5100.33,272,1134.01,595.99,1454.33,127.66,420.67,341
"K07109",1316.59,7815.26,7342.56,676.1,1855.69,1353.66,1364.59,15091.81,8427.54,1144.06,1948.13,1030.34,2338.6,560.25,917.85,5920.13
"K07110",314,27,32,38,45,147,3333,96,289,9800,516,174,227,72,360,163
"K07111",3.5,0.5,0,0,0,0.5,4.5,0,3,13,0,0.5,2.5,0,3.5,3.5
"K07112",14119.8,12989.22,18104.47,2029.83,4338.63,7758.68,16039.83,24104.13,62279.25,10405.8,30213.49,24039.2,36469.78,7058.24,7771.25,19043.56
"K07113",11685.41,10787.18,14409.56,1315.77,2986.7,5799.32,10563.06,18968.98,47597.12,10390.37,26356.3,21994.67,29193.1,6519.74,6268.08,11242.45
"K07114",17090.81,6176.08,17466.22,1770.83,3311.77,12486.31,18354.67,10621.95,101424.64,15392.11,30181.95,38241.21,43356.52,8606.39,8619.67,17718.76
"K07115",1984.59,8173.66,10830.96,883.5,2347.29,4416.76,4677.63,17341.52,31973.44,3255.45,2635.78,1544.69,3520.76,714.35,1192.6,8890.28
"K07116",26,12.25,18,3.5,7,3,4,39.33,28.25,5,11,6,25.36,5,18.22,31.81
"K07117",96.99,68.33,73.83,6.5,26.51,26.33,993.67,209.15,414.5,455.67,199.01,59.66,148.2,84.66,258,203.84
"K07118",2860.64,346.8,659.56,164.61,274.04,594.61,1548.16,1276.96,3860.93,851.58,1334.06,579.37,854.77,94.12,305.35,2610.04
"K07119",1794.88,1846.56,3332.83,921.57,2335.9,3477.37,6220.38,4458,13336.47,4575.42,3168.39,1798.86,3559.31,647.32,1506.6,6084.91
"K07120",1124.09,1330.26,1629.81,240.94,519.86,897.99,4322.34,1971.69,7989.96,2500.67,2255.3,816.34,1906.46,593.25,1250.85,2092.8
"K07121",11028.59,10495.26,14056.56,1159.1,2722.69,5566.66,6572.88,18659.67,46318.54,4191.2,25320.63,21532.84,28438.6,6368.75,5375.85,9492.13
"K07122",10968.59,10487.26,14058.06,1191.1,2820.69,5541.66,6287.88,18668.17,46206.54,4121.2,25281.63,21397.34,28632.46,6388.75,5379.85,9347.13
"K07123",96.32,117.33,83.33,156.33,862.34,35.33,79,76.32,690.33,72.67,155.34,43.66,234.53,32.66,95,166.34
"K07124",4496.08,8207.02,6763.53,507.08,794,2963.79,9508.03,17441.96,8716.31,32296.44,4491.39,1715.88,3686.98,595.74,57948.75,9109.97
"K07126",11831.37,4818.45,10023.56,1913.08,4598.52,6802.77,16602.56,5678.14,51110.81,6263.19,26104.06,22827.08,32244.18,6566.04,6110.46,13750.66
"K07127",1584.61,2224.49,2151.36,775.82,2096.12,1764.3,2764.52,2256.29,10049.27,2501.59,3156.95,1540.24,3121.7,997.88,1235.3,6273.62
"K07128",14,164.8,31.8,9.13,5.2,10.2,225.5,49.37,210.13,6.5,172.3,50.7,8.6,3.2,9.5,2411.63
"K07129",129.82,119.5,90,177.33,891.34,78.16,156.17,78.32,783.33,178,294.34,59.16,266.17,45.66,128.17,257.17
"K07130",285.31,261.66,295.16,246.83,1058.85,110.16,1816.5,353.47,1614.83,1035.34,530.35,236.32,408.87,89.82,636.5,900.18
"K07131",103.5,295,245.5,56.01,166.99,131.15,1400.85,609.46,195.85,4879.33,202,264.01,214.99,22.99,178.18,576.03
"K07132",2,1,4,2,0,42.5,1092.67,17,19,75.5,0,6.5,92.5,1,8,9
"K07133",4832.48,1088.16,2233.16,528.83,1415.18,1718.14,13051.72,1470.68,9648.58,34612.52,2907.36,2951.64,3897.18,385.82,1236.47,2126.51
"K07134",3.5,0.5,0,0,0,2.5,4.5,0,11,13,0,2.5,2.5,0,3.5,3.5
"K07135",0,0,0,0,0,2,0,0,8,0,0,2,0,0,0,0
"K07136",1404.59,7845.26,7337.56,707.1,1907.69,1392.66,2295.88,15220.67,8968.54,1328.2,2313.13,1266.34,2448.6,555.25,904.85,6611.13
"K07137",555.82,472.83,1089.58,282.5,1106.51,455.47,1624.38,1217.29,4478.96,1335.03,920.51,739.66,1176.03,148.16,561,1300.84
"K07138",97.32,123.33,75.33,175.33,887.34,52.33,112.67,108.65,691.33,335.67,115.34,162.66,149.67,33.66,124.33,332.34
"K07139",1780.47,8128.93,7937.84,851.1,2172.18,1820.76,4715.21,16180.5,13644.56,2529.95,3211.14,1601.22,3015.71,657.94,1642.03,7606.8
"K07140",1684.59,8050.93,8612.73,791.1,2174.19,1759.99,2445.05,15985,9655.04,1742.03,2286.63,1414.34,2736.6,623.75,1025.24,7400.02
"K07141",865.76,500.85,1033.4,290.61,571.69,1091.14,4671.68,1468.35,5416.48,10685.84,2460.97,955.68,1381.46,580.58,1322.36,2016.55
"K07142",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K07143",267.82,238.83,555.33,199.33,934.34,108.83,220.5,114.32,1291.33,213.67,635.34,288.16,814.17,80.66,238.5,282.84
"K07144",102.82,116.83,83.33,156.33,867.34,35.83,74.5,78.32,701.33,79.67,155.34,45.16,237.17,33.66,104.5,165.34
"K07145",25.5,8.67,50,1.67,0.5,14,746.84,44.33,268.83,423.5,18.16,24.17,53.33,11.83,34.33,182.34
"K07146",3150.3,8648.73,11222.99,1093,2649.78,6655.55,7727.5,19455.65,37427.54,4394.65,4809.61,2343.07,4618.79,928.37,2288.89,11492.7
"K07147",1995.26,8150.26,10778.56,895.44,2400.02,4634.32,4312.17,17156.19,32088.88,2666.5,2561.46,1512.68,3453.46,691.58,1104.02,7565.13
"K07148",1736.59,8825.26,7994.06,778.61,2073.2,2093.66,3316.68,15325.52,9912.05,2318.34,2419.14,1316.34,2636.6,620.75,1370.02,6630.63
"K07149",640.67,220.4,396.5,227.34,504.34,347.13,3785.17,534.83,1686.2,1576,2017.94,438,864.8,145.66,1296.16,1571.2
"K07150",6890.65,8760.19,7489.64,932.13,2184.74,2375.88,4983.98,14886.64,9035.99,2434.98,2770.23,2229.78,1728.13,1092.45,1455.64,5872.92
"K07151",352.13,1431.5,1456.67,247.99,1069.35,146.81,435.18,422.96,5032.99,462.34,889.02,409.48,1128.84,113.32,414.5,577.51
"K07152",11765.17,3720.67,8405.17,940.51,1719,5670.15,9488.22,5204.46,44283.51,5763.52,25656.5,22711.34,32257.86,6265.83,5872.06,8653.72
"K07153",11035.59,10572.66,14062.96,1163.5,2725.29,5575.76,6685.63,18678.52,46426.44,4194.45,25405.78,21556.69,28440.9,6368.35,5379.6,10583.28
"K07154",2006.8,1514.74,3673.27,946.01,2434.14,2415.33,6846.36,2504.4,11808.45,10086.97,2414.54,8263.21,4820.93,695.46,1406.1,4709.43
"K07155",137,27.4,12,53,108,139,303,15.5,419,359,1314.6,49,492.8,13.5,213,290.2
"K07156",2241.26,9137.38,8613.13,1357.17,3606.46,4328.38,4821.09,17106.21,16274.76,2799.93,3792.99,1576.36,2573.03,704.68,1394.43,8678.43
"K07157",9648,2762.25,4701,511.17,889.33,1650.83,5777.88,2332.13,16681.92,6861.69,23880.5,20690.17,26677.69,5862.33,4661.56,4507.48
"K07158",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K07159",306.82,1332.5,1418,220.33,1030.34,91.16,230.17,362.32,4512.33,156,600.34,355.16,865.17,77.66,281.17,240.17
"K07160",2884.09,8772.11,9171.21,1172.68,2874.96,3639.71,8386.3,18312.67,16693.65,4690.44,6994.93,2521.03,6471.66,768.67,2478.31,12292.19
"K07161",104,41,57,56.67,107.33,144.33,2880.67,189.66,232.67,10893.33,215,148.67,109.69,11.33,476.34,413.67
"K07162",3.5,0.5,0,0,0,0.5,4.5,0,3,13,0,0.5,2.5,0,3.5,3.5
"K07163",48.32,107,71,155.33,855.34,27.66,73.67,51.32,522.33,46,112.34,29.66,122.67,14.66,72.67,136.67
"K07164",1611.67,968.65,1291,329.67,454.5,2624.49,5638,2609.83,8535.42,6288,2783.1,1461.67,4447.97,265.33,823.05,2101.17
"K07165",960.95,14005.82,11634.29,66.46,144.91,847.46,1232.29,27628.22,5142.17,2623.53,1870.65,610.62,1516.89,205.21,406.1,5185.72
"K07166",3621.9,280,530.66,140.83,184.26,666.64,1649.17,664.57,1340.95,2282.42,1056.75,979.74,745.41,201.15,281.08,2391.68
"K07167",360,117,194,75,181,223,1911.71,745.14,1361,735.86,628,545,1151,81,262,1948
"K07168",538.84,1633.41,810.63,83.58,185.87,860.43,818.84,1261.99,4933.44,917.01,1027.7,528.52,972.09,434.27,329.51,2266.86
"K07169",460.91,314.97,953.45,574.79,1630.67,565.96,429.83,216.42,3189.37,277.45,440.84,504.09,415.63,309.57,211.87,2042.2
"K07171",6171.92,867.09,774.67,350.92,516.09,1278.13,14286.69,1763.37,5909.96,30332.82,1548.5,1465.67,1941.91,188.41,1638.77,2569.8
"K07172",2572.25,63.25,103.5,65.75,76.75,248.5,809.75,187.55,96,549.75,128.25,312,184.86,23.75,162.25,226.25
"K07173",5060.64,8198.43,7871.59,909.27,2327.18,2732.26,7436.83,16396.25,11661.94,4409.73,3139.35,2380.39,3769,694.94,1719.81,9162.68
"K07175",11395.5,3371.65,7658,839.17,1447.17,6564.16,10298.88,6116.3,44761.58,9771.36,26482.44,21386.5,29058.66,6664.33,5693.55,6757.01
"K07176",193,132.5,479,28,57.5,89.33,162.17,42,568.67,195.67,414.5,279.5,593,39,149.17,155.83
"K07177",4244.22,625.82,672.7,331.84,521.49,2618.46,6283.12,2422.07,6094.27,8103.04,2643.16,1259.72,1326.37,222.19,1107.08,3367.29
"K07178",822.38,8085.8,7493.9,327.93,1297.45,584.11,1660.56,15234.54,8288.76,919.93,2013.56,653.62,1601.1,160.63,606.03,2809.94
"K07179",288.82,239.5,559,199.33,934.34,112.16,224.17,115.32,1292.33,214,641.34,293.16,817.17,82.66,264.17,283.17
"K07180",1906.59,8083.93,8627.73,877.94,2420.19,1812.79,4497.89,16366.66,9880.42,2612.86,2569.3,1684.51,2962.79,704.58,1656.86,8146.63
"K07181",836.83,247.33,468.83,141,352,740.66,1664.09,1044.78,2579.5,1467.55,717.33,856.33,2608.33,215.5,539.34,3108.33
"K07182",2322,759,4413,342,757,4312.33,4904.51,3238.56,28733.67,2782.11,1756,7608,5920,435,1256.67,4659.33
"K07183",1495.5,625.72,617.65,256.24,436.93,2249.07,4245.55,2096.06,5870.86,8335.11,2198.58,1146.69,2295.26,197.59,682.48,3577.17
"K07184",10652.59,10127.26,13799.56,1138.1,2692.69,5450.66,6318.88,18172.67,45825.54,3971.2,25240.13,21427.34,27520.6,6311.25,5238.85,9282.13
"K07186",1390.59,7835.26,7326.56,684.1,1879.69,1381.66,1428.88,15211.67,8758.54,1100.2,2098.13,1254.34,2423.6,554.25,900.85,6469.13
"K07192",288,168.15,289.5,102,216.17,119.16,1907.05,463.33,1076.96,788.12,388.98,326,255.09,74,582.12,2092.33
"K07199",0,0,0,0,0,0,42,0,0,109,0,0,0,0,7,0
"K07213",9559.81,2777.4,3578.23,531.23,882.45,1532.06,6299.43,2352.65,14948.1,3360.42,23755.99,14625.84,25291.67,5915.25,4888.59,4462
"K07214",2107.96,10154.81,8660.64,1279.61,3522.69,2804.95,2719.53,15704.72,14786.49,2714.26,2575.21,1738.48,3123.64,1027.86,1416.39,8762.31
"K07215",0,1,4,0,0,0,78,20,2,3,0,42,1,1,6,7
"K07216",88.01,116.9,39.4,18.41,23.1,126.56,229.62,180.99,311.29,584.27,114.64,87.36,107.31,8.6,101.41,1330.97
"K07217",362.25,821.5,828.75,568.5,1631.42,1271.25,1759.68,515.08,3779.28,994.74,315.93,461,354.41,90.58,433.24,2236.76
"K07218",0,1.67,11.67,0,2,4.66,65.34,21,33.67,154,10,43,5,3,19.34,17.66
"K07219",351.82,245.5,591,207.33,943.34,99.77,332.67,272.82,1390.08,377,645.34,439.16,833.17,107.16,314,324.67
"K07220",3503.32,3101.65,6755.33,887.17,2194.51,5739.8,9405.8,5568.2,38799.37,23893.03,5150.94,8717.33,7700.66,1432.82,58127.22,5344.69
"K07221",10,0,0,2,6,0,6,0,68,10,2,0,22,0,0,0
"K07222",1212.58,484.11,612.53,263.91,502.56,822.38,1857.1,336.42,2829.26,1703.33,5791.87,654.01,2528.36,519.06,1169.21,1735.53
"K07223",4356.06,8287.88,7969.51,832.43,2169.44,2008.7,4821.13,16654.27,12669.09,6753.88,3209.36,1871.99,3126.42,849.92,1215.83,9618.68
"K07224",1296.26,7773.43,7288.73,717.6,1925.69,2048.16,2722.17,15004.36,8522.54,1581.01,3148.3,991.51,2011.27,545.25,981.23,5297.19
"K07225",1082.59,7733.26,7079.56,647.1,1797.69,1260.66,1159.17,14912.53,7724.54,1190.34,1789.13,875.34,1273.46,516.25,602.85,4755.13
"K07226",211.17,105,107,28.17,54,103.83,930.54,363.64,802.17,585.69,242.83,273.17,1018.03,65,162.83,1103.83
"K07227",149.75,91.25,105.33,24.92,50.42,105.33,151.79,210.53,628,43.44,145.58,203.67,932.67,22.58,108.09,1011.42
"K07228",217,40.32,63.17,58.67,117.17,720.65,1805.51,75.83,779.08,4782,1428.94,162,538.3,27.33,389.5,327.61
"K07229",672.7,989.88,1115.33,594,1666.58,900.71,686.78,424.64,4357.36,623.75,550.58,641.55,717.34,472.28,468.54,2529.17
"K07230",1015.67,6647.5,5634.58,30.34,38.17,349.66,995.74,13716.59,1084.17,1987.16,737.66,425.84,178.84,46.33,209.17,2005
"K07231",377,198,1188,137,352,426,1361.71,908.14,1127,752.86,468,286,1138,80,131,1853
"K07232",843.59,1216.26,1930.56,686.77,1899.69,1059.66,1702.17,1672.86,10030.21,1603.34,1956.13,835.34,1628.46,575.25,657.85,3263.8
"K07233",300,960.8,817.8,569.8,1605.2,734.82,592.17,225.7,3535.04,462.17,404.3,356.7,318.46,69.2,146.17,4320.63
"K07234",9812,2680,4573,563,1024,1397,4667.71,2648.14,16278,2942.86,23689.5,20916.5,28049,5900.5,4666,5480
"K07235",2334.08,8326.16,8999.96,896.83,2342.63,2044.25,3386.47,16198.84,12541.44,2327.12,3000.62,7900.35,5590.74,764.51,1472.44,9248.78
"K07236",2364.08,8256.26,8988.56,899.43,2353.53,2075.15,3296.22,16190.99,12478.54,2329.87,2932.97,7920,5624.44,764.91,1472.19,8174.13
"K07237",2323.58,8244.26,8983.56,892.43,2340.03,2034.65,3269.22,16173.99,12428.54,2310.87,2914.47,7874,5583.94,762.91,1464.19,8047.13
"K07238",2629.51,3010.37,3944.12,1051.66,2602.04,3195.62,6903.25,4321.07,22151.48,7555.68,6191.12,1615.42,4286.57,1160.33,2046,6097.57
"K07240",1960.62,2761.2,3988.5,747.75,1584.69,2405.7,8965.35,4746.95,17621.08,5199.88,5143.59,1779.14,5065.07,504.07,2515.62,9578.5
"K07241",1558.84,8018.96,7175.03,826.98,2070.04,2876.26,5553.46,16610.73,12403.82,7371.39,4345.69,1192.07,2360.89,546.6,976.95,5406.97
"K07242",3.5,10,30.5,39.5,47,42.5,12.5,8.5,3.5,0.5,527,0,38.5,0,3,2.5
"K07243",2529.93,14550.93,13030.81,899.78,2318.36,2409.15,4059.75,28937.77,9993.55,3745.5,4232.63,1664.02,2746.44,708.91,1644.13,7906.92
"K07244",81.63,149.33,56.33,10.99,19.02,28.32,149.67,97.3,644.99,123,235.35,67.65,356.68,38.98,188.01,369.68
"K07245",2246.26,9051.38,8527.13,1356.17,3607.46,4364.38,6036.09,17216.54,16381.76,7459.93,3846.99,1575.36,2575.53,704.68,1511.65,8713.99
"K07246",872.03,1926.01,737.23,100.06,114.68,2015.64,1124.87,2068.82,6067.25,1420.33,693.67,733.56,655.04,705.88,532.62,2074.01
"K07248",526.67,1503.75,1005.58,597.26,1664.67,1055.45,368.66,443.47,4411.16,199.41,396.41,583.34,1369.84,100.33,406.92,3107.42
"K07250",1504.33,1241.54,782.95,175.72,293.59,2940.71,3522.96,2079.6,6010.07,5841.56,1955.03,872.1,1902.82,979.31,772.18,1903.47
"K07251",1169.59,8349.26,7206.56,655.1,1809.69,1545.66,1184.17,14949.53,8274.54,990.34,1807.13,838.34,1415.6,527.25,715.85,4952.13
"K07254",319.82,1332.5,1418,241.33,1058.34,122.16,292.17,363.32,4610.33,269,600.34,357.16,883.17,77.66,295.17,332.17
"K07256",0,0,0,0,0,0,0,3,0,3,0,42,0,1,6,0
"K07257",20.5,9.75,19,1.5,6,7.33,13,16.5,382.58,37.5,0,3.5,8.5,3,41.5,9.25
"K07258",19511.66,20172.59,24164.26,2993.62,7245.94,9796.28,19817.02,37008.36,68655.64,19396.81,30452.25,25246.94,32839.16,7866.96,8571.95,24351.87
"K07259",3994.75,8954.66,9931.56,1171.6,2769.69,4219.14,6492.79,17986.24,17152.12,9414.04,5456.41,2589.67,6620.26,964.58,2129.78,9313.78
"K07260",3192.38,514.57,484.03,277.84,444.5,2362.95,3473.21,2304.49,5339.43,1393.37,1958.67,851.38,929.7,107.18,837.95,2632.92
"K07261",1298.59,7886.26,7585.56,716.1,1947.69,1323.66,1353.88,15309.67,11014.54,1178.2,2622.13,1090.34,2569.6,552.25,780.85,6101.13
"K07262",1309.15,7970.71,7675.86,756.27,2050.4,1472.71,1552.31,15990.6,10964.29,1620.52,2601.5,998.65,2310.55,628.82,906.24,6554.91
"K07263",21781.08,20051.65,26457.23,1465.99,2400.52,10083.26,14555.58,35695.85,85418.07,26265.05,50961.9,42511.52,59610.05,12292.18,66182.17,16037.24
"K07264",898.59,7551.26,6421.56,95.1,217.69,830.66,999.17,14775.53,5009.54,906.34,1576.13,535.34,1123.6,462.25,605.85,3030.63
"K07265",339.59,6612.17,5584,13.51,20.67,254.91,310.66,13688.67,558.84,307,615.33,126.26,107.51,20.08,161,1898.67
"K07266",339.59,6612.17,5584,13.51,20.67,254.91,310.66,13685.67,558.84,304,615.33,84.26,107.51,19.08,155,1898.67
"K07267",186.81,959.15,804.25,73.37,193.66,411.04,507.34,1627.27,6017.17,430.23,1163.22,161.06,844.33,46.02,152.84,2971.73
"K07269",1267.59,7814.26,7258.56,672.1,1849.69,1351.66,1305.88,15069.67,8365.54,1026.2,1933.13,1028.34,2252.6,548.25,786.85,5835.13
"K07270",422.75,331.25,838.5,585.25,1663.75,485,3350.63,478.39,3896.5,437.44,386.25,632,1555.5,95.25,325.92,2967.75
"K07271",2702.88,121,216.61,91.33,101.41,478.69,832.19,409.23,527.26,366.77,474.1,552.87,307.77,45.85,101.33,192.75
"K07272",579.5,30.5,24.5,11.5,34,100.5,41.75,25.75,91.25,115.5,22,62,59.5,7,18.5,1598.5
"K07273",2874.5,181.32,233.73,95.49,103.11,426.43,1042.75,277.07,729.9,681.25,536.32,497.6,472.05,105.34,356.91,1423.74
"K07274",1782.68,7991.52,7143.79,209.03,437.46,1250.95,2128.18,15945.45,8180.01,1760.57,2562.93,1646.26,3742.53,942.17,1280.86,6574.59
"K07275",1685.59,8089.06,8536.86,867.9,2294.89,2121.86,3827.38,15942.87,9847.34,1858.7,2531.43,1448.54,2454.78,638.45,1053.35,8887.43
"K07276",43,172.8,43.8,32.8,41.2,26.2,1098.5,60.7,472.8,368.5,423.3,65.7,50.6,5.2,33.5,2540.8
"K07277",13149.4,12304.01,15351.66,1566.74,3353.25,6917.92,11456.97,21172.09,52986.57,24963.35,27986.7,23171.22,33142.66,7613.67,62223.94,14172.2
"K07278",11091.59,10589.66,14100.96,1237.5,2865.29,5603.76,7711.63,18770.52,46721.44,4894.45,25687.78,21629.69,28836.76,6433.35,5454.6,10851.28
"K07279",61.42,9.92,90,8.59,14.42,18.33,35.08,19.72,119.67,9.92,29.25,10.34,127.34,13.58,152.42,137.09
"K07282",492.95,357.57,541.03,162.67,304.59,404.46,4894.71,685.9,3539.52,6269.28,977.09,526.12,549.44,122.84,1030.88,2886.26
"K07283",1417.26,7844.93,7404.23,682.1,1875.69,1711.66,1481.88,15174.67,8888.54,1148.54,1966.3,1050.51,2376.27,556.75,806.18,5839.13
"K07284",6199.95,778.07,1159.38,522.32,905.94,2074.08,6745.02,1509.32,6082.81,3747.66,4368.48,2351.45,2891.36,642.11,1856.36,7769.02
"K07285",1629.01,7889.18,7644.56,699.69,1913.11,2089.99,1529.96,15220.39,9545.21,1057.12,2035.88,1106.18,2618.94,577.33,963.27,5971.22
"K07286",1416.59,7839.26,7337.56,703.1,1953.69,1467.66,2248.88,15581.67,8897.54,1365.2,2115.13,1321.34,2469.6,567.25,966.85,6573.13
"K07287",11034.59,11105.26,14097.56,1211.1,2825.69,5858.66,6640.88,18744.67,46762.54,4348.2,25317.63,21547.84,28788.46,6388.75,5421.85,9345.13
"K07288",0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
"K07289",1861.59,8689.26,10085.06,808.1,2191.19,4749.16,3347.88,17282.67,34689.04,2324.7,2677.63,1481.34,3578.1,635.25,1065.85,7042.13
"K07290",1269.26,7809.93,7254.23,673.1,1848.69,1285.66,1382.17,14959.53,8312.54,1214.68,1928.8,1026.01,2247.13,545.25,769.18,5942.13
"K07291",5,8,4,1,5,7,5,18,47,0,6,14,12,1,8,79
"K07300",1572.59,8222.51,7616.56,810.61,2092.36,2619.96,3883.18,16874.68,12323.84,6343.67,2250.47,1317.01,1593.29,604.58,1427.08,5617.61
"K07301",12507.41,12776.35,16128.4,1749.1,4292.86,6680.94,10824.23,20812.47,55722.67,7042.2,28058.31,23285.83,32857.1,6663.24,6266.53,13260.71
"K07302",157.56,164.05,508.9,73.77,166.11,137.45,1061.89,954.55,3463.85,769.43,964.22,187.46,624.01,101.47,203.86,627.19
"K07303",182.56,243.05,855.9,95.77,239.11,170.95,1073.39,1298.55,6307.85,791.93,1407.22,197.46,934.01,108.97,208.86,756.19
"K07304",20430.88,13094.15,16881.83,2055.67,4843.7,9175.36,20006.94,22595.63,62282.43,31666.94,29697.33,24755.16,34468.11,7090.53,62982.9,16392.65
"K07305",15457.55,12778.98,16422.66,1727.17,3738.2,8572.21,15146.25,22242,61134.79,12049.9,29265.19,23448.49,33244.08,6773.7,6962.04,14975.51
"K07306",1245.7,7775.88,7433.33,1160.66,3272.58,1582.71,1188.49,14115.12,7678.02,922.61,1384.58,1008.55,1032.34,554.28,717.54,6273.83
"K07307",1813.28,8716.27,8516.03,1751.04,4925.92,2456.79,1670.65,14525.01,11483.88,1251.48,1861.17,1554.98,1630.81,881.18,1149.33,8506.12
"K07308",1245.7,7775.88,7433.33,1160.66,3272.58,1582.71,1188.49,14115.12,7678.02,927.61,1384.58,1008.55,1032.34,554.28,717.54,6273.83
"K07309",1149.2,1867.88,1945.83,1160,3274.58,1635.71,1108.28,638.94,7790.86,854.75,947.58,1136.05,1107.84,777.28,650.04,4512.67
"K07310",61.59,12.59,91.5,9.43,15.09,19.16,37.41,22.89,136.34,11.59,36.25,16.68,132.68,14.41,174.09,134.93
"K07311",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9
"K07312",671.7,987.88,1111.33,593,1660.58,900.71,685.78,419.64,4340.36,622.75,550.58,641.55,710.34,472.28,468.54,2498.17
"K07313",1995.28,8084.47,7574.33,828.58,2030.75,2123.43,3671.17,15112.89,8226.94,2107.7,2898.95,1591.88,3630.87,674.27,1125.99,7685.47
"K07314",61.42,9.92,90,8.59,14.42,18.33,35.08,19.72,117.67,9.92,29.25,10.34,127.34,13.58,152.42,128.09
"K07315",1787,1434.17,2332.75,944.85,2316,1732.16,5449.73,2258.11,12025.26,2433.52,2695,1545.01,4138.49,332.49,1283.96,5239.8
"K07316",864.74,492.76,226.7,113.45,139.34,1374.62,5053.33,2358.21,5413.96,797.12,465.87,431.08,1219.06,183.91,510.04,1792.11
"K07317",26.67,35.5,10,7.17,10,527.33,802.33,181.5,494.17,314.83,39.33,131.17,116.67,2.5,67.33,74.33
"K07318",288.33,299.74,407.23,41.24,54.27,293.27,1902.41,312.02,1540.56,337.91,641.32,285.86,941.98,251.42,175.08,1431.81
"K07319",61.42,9.92,90,8.59,14.42,18.33,35.08,19.72,117.67,9.92,29.25,10.34,127.34,13.58,152.42,128.09
"K07320",11075.92,10579.66,14089.96,1214.5,2835.29,5593.09,6763.96,18746.52,46499.44,4411.45,25474.45,21573.69,28811.76,6431.35,5438.93,10709.28
"K07321",261.45,337.07,199.32,330.82,1740.36,93.48,323.84,232.59,1855.57,892.02,482.7,126.8,706.85,89.64,330.04,605.17
"K07322",1704.09,8084.43,7706.23,761.1,1970.69,1744.99,2911.72,15320.53,9941.92,1357.12,2666.01,1295.84,3674.72,656.75,908.8,5379.34
"K07323",11127.59,10509.26,14092.06,1225.77,2845.69,5603.32,7472.54,18886.17,46496.21,4846.53,25437.63,21682.01,28962.13,6436.75,5449.51,9595.46
"K07324",0,0,0,0,6,0,72,0,6,24,6,0,12,0,6,6
"K07325",111.8,265.5,162,334.99,1748.02,90.48,304.17,133.96,1349.99,297,309.02,76.48,378.85,42.98,215.51,502.51
"K07326",0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
"K07327",3.5,0.5,0,0,0,0.5,4.5,0,3,13,0,0.5,2.5,0,3.5,3.5
"K07328",31.5,1.84,7.34,0,2,7.16,35.84,2,7,21.66,14,10.5,9.5,4,56.84,6.16
"K07329",70.48,156.83,87.33,179.66,888.68,62.49,175.5,81.64,821.66,209.67,186.68,46.82,246.18,26.32,130.17,354.51
"K07330",70.48,156.83,87.33,179.66,889.68,63.49,187.5,81.64,826.66,213.67,187.68,46.82,248.18,26.32,131.17,355.51
"K07331",83.47,206.16,103.66,182.99,894.02,69.82,211.83,111.96,1035.99,247.34,261.02,65.48,359.52,37.98,175.17,476.85
"K07332",700.29,1731.33,2061.33,636.32,2901.36,338.31,735.67,500.28,6809.32,814.67,1558.36,704.64,1980.69,197.64,707.01,1056.35
"K07333",484.29,2694.33,2429.33,650.32,2967.36,302.31,713.67,620.28,9431.32,828.67,1119.36,502.64,1363.69,135.64,545.01,1046.35
"K07334",2673.42,128.2,172.87,72.46,90.17,668.45,851.33,214.42,664.8,786.29,165.6,324.59,202.12,15.58,64.54,72.91
"K07335",1113.68,1031,1029.91,457.67,676.72,3526.02,4832.29,4220.49,11960.67,21093.02,3292.76,1244.35,2085.06,455.05,57064.75,4153.66
"K07336",132.67,713.82,157.65,22.99,35.77,318.72,990.08,231.82,785.89,342.17,126.4,69.69,209.36,18.93,226.67,1422.24
"K07337",1462.09,8477.26,7390.56,708.27,1961.69,1746.82,3005.04,15707.17,9421.71,1525.03,2112.13,1295.01,2589.63,566.75,954.01,6736.96
"K07338",363,188,1177,113,323,415,1034.71,894.14,917,593.86,218,274,1113,79,105,1711
"K07339",465.75,104.25,75,24.75,31.75,78.5,270.25,81.25,234.5,129.25,332.25,249.5,325.5,306.75,174.25,103.75
"K07340",2509.09,8405.66,11181.96,935.5,2400.79,4667.26,5108.63,17367.52,34736.44,3197.45,3192.78,7985.19,5780.4,758.85,1490.6,9346.28
"K07341",518.82,841.2,495.95,95.11,207.59,699.06,243.25,577.07,2331.94,254.53,1672.69,267.49,1030.34,135.9,368.12,913.91
