"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K03100"	0.00114235914829471	0.00107340720221607	0.00121941925158143	0.000975188111570385	0.000925772009462311	0.000776439200267624	0.00109100243871133	0.00101999946596887	0.00124528466770562	0.00113128202090799	0.000933210753174996	0.00122946531338286	0.000712954711172324	0.000924548596013456	0.00121597185765501	0.00101568600067289	0.000836643211300848	0.000829420091922197	0.000907074684143637	0.00098762106775305	0.000920276451045894	0.000923869243016925	0.000960206706316414	0.000901798851393042	0.000802857063757925	0.000896706688284944	0.000899468140577745
"K01649"	0.00408658375730168	0.00401662049861496	0.00345040220049747	0.00373822109435314	0.00340643181382265	0.0036756962140329	0.00392464678178964	0.0035513070412005	0.00408540759405176	0.003731453786241	0.00377904156483736	0.00397091137386209	0.00256420643279592	0.0032862667917706	0.00324857426177945	0.00372629801496867	0.00288862077164924	0.00363572867361384	0.00369308978544195	0.00360257230396283	0.00355226710103715	0.00359719301004462	0.00348002188107403	0.00351226921068869	0.00336369424988234	0.0031384734089973	0.00346751486077797
"K00052"	0.00141322781232335	0.00160145429362881	0.00159355924922574	0.00176568150504032	0.00156000255738124	0.00158591836650408	0.00165871863985072	0.00157539184534458	0.00123800230122781	0.00173542215772796	0.00183408251985383	0.00165323846395312	0.001093737341003	0.00145547749273405	0.00159287826371782	0.00190441125126167	0.0016732864226017	0.00157153280574732	0.00176431009992773	0.00132431006812341	0.00160128102481986	0.00141528905313231	0.0013792059963454	0.00158210324805797	0.00149497522216993	0.00129292592264341	0.00126446970487016
"K01703"	0.00209628792161296	0.00301246537396122	0.00232105368908966	0.00229760229316962	0.0022325938239243	0.00260189732004576	0.00219187820265987	0.0023390563669862	0.00257067536666715	0.00206710693872716	0.00222677021302152	0.00216595165847023	0.00149072348699668	0.00253106620591803	0.0019518367456824	0.00253286696417802	0.00246589578067618	0.00248826027576659	0.00207331356375688	0.00215480960237029	0.00251695609361052	0.00231950150374462	0.00215319079598226	0.00242061796952869	0.00228398992275961	0.00234603494028038	0.00259411826050683
"K01704"	0.0010128132654984	0.00115131578947368	0.000866064809361814	0.000816350654003997	0.00083626366600601	0.000718619259822162	0.000814549332069548	0.000881151371124937	0.00069910718186982	0.000615986021855658	0.000845433504113981	0.000664434445955844	0.000826379324313376	0.000860470970547177	0.000758299793150175	0.00083159291305093	0.00102158539485156	0.000972853641653103	0.00100176929402676	0.000998844034432062	0.000814444659175616	0.00112043716706308	0.000954387271732678	0.000954535626328308	0.000858226516430885	0.000907133510241746	0.000938575451037647
"K11622"	0	0	0	3.69389436200904e-06	2.55738124160859e-06	0	0	0	0	0	0	5.2317672909909e-06	0	0	0	0	0	0	0	0	9.20276451045894e-06	0	0	0	0	0	1.30357701533007e-05
"K11620"	0	0	0	0	0	0	0	0	0	0	0	1.04635345819818e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11618"	0.000129545882796307	0.00010387811634349	0.000152427406447679	7.01839928781717e-05	0.000132983824563647	0.000128029868129236	0.000128353228083686	0.000133507783503778	8.73883977337276e-05	8.8844137767643e-05	0.000106256669915965	9.41718112378361e-05	2.83561532852629e-05	9.15394649518274e-05	0.000134609430736717	0.000120612712579906	0.000123294789033809	0.000106016101975018	9.46946098831269e-05	7.85607667530835e-05	8.742626284936e-05	0.000117940754427692	5.23749112536226e-05	0.000100199872377005	0.000166108358018881	4.69206988056075e-05	0.000104286161226405
"K11617"	4.71075937441115e-05	8.65650969529086e-06	2.07855554246835e-05	1.10816830860271e-05	5.11476248321719e-06	1.23899872383131e-05	4.93666261860332e-06	5.34031134015113e-06	1.45647329556213e-05	1.18458850356857e-05	4.6198552137376e-06	5.2317672909909e-06	0	4.57697324759137e-06	1.7947924098229e-05	6.34803750420557e-06	1.76135412905442e-05	0	9.9678536719081e-06	0	2.76082935313768e-05	0	0	3.16420649611594e-05	0	0	0
"K04100"	2.35537968720558e-05	9.52216066481995e-05	2.77140738995781e-05	5.54084154301355e-05	2.81311936576945e-05	3.71699617149394e-05	1.97466504744133e-05	2.67015567007557e-05	3.64118323890531e-05	2.36917700713715e-05	5.08184073511136e-05	3.66223710369363e-05	2.02543952037592e-05	1.83078929903655e-05	2.69218861473435e-05	3.80882250252335e-05	1.76135412905442e-05	3.74174477558886e-05	3.48874878516783e-05	4.48918667160477e-05	4.60138225522947e-05	9.82839620230771e-05	3.49166075024151e-05	4.7463097441739e-05	1.38423631682401e-05	6.25609317408101e-05	7.82146209198039e-05
"K04101"	0.000188430374976446	0.000181786703601108	0.000166284443397468	0.000158837457566389	0.000122754299597212	0.000309749680957829	0.000197466504744133	0.000160209340204534	0.000101953130689349	0.000142150620428229	0.000194033918976979	0.000136025949565763	3.24070323260147e-05	0.000173924983408472	0.00013012244971216	0.000171397012613551	0.000149715100969625	9.35436193897214e-05	8.97106830471729e-05	0.000134675600148143	0.000138041467656884	5.89703772138462e-05	9.31109533397735e-05	0.000137115614831691	0.000110738905345921	0.000177255973265629	0.000208572322452811
"K10219"	2.35537968720558e-05	0.00010387811634349	9.69992586485232e-05	0.000107122936498262	9.71804871811265e-05	0.000128029868129236	0.000113543240227876	6.94240474219647e-05	0.000123800230122781	0.000171765333017443	0.000101636814702227	5.75494402008999e-05	1.21526371222555e-05	0.000160194063665698	6.28177343438015e-05	2.53921500168223e-05	6.16473945169046e-05	0.000143433549730906	0.000109646390390989	0.000123452633469131	0.000184055290209179	0.000157254339236923	5.81943458373584e-05	0.000121294582351111	6.92118158412004e-05	9.38413976112151e-05	0.000143393471686307
"K10221"	7.06613906161673e-05	6.92520775623269e-05	0.000124713332548101	0.000121898513946298	0.000122754299597212	0.000119769876637027	8.88599271348598e-05	0.000101465915462871	5.09765653446744e-05	0.000112535907839014	7.39176834198016e-05	5.2317672909909e-05	4.45596694482703e-05	4.57697324759137e-05	6.73047153683587e-05	1.26960750084111e-05	7.04541651621767e-05	0.00013096106714561	8.97106830471729e-05	0.000134675600148143	0.000105831791870278	3.93135848092308e-05	8.14720841723018e-05	0.000158210324805797	5.53694526729603e-05	6.25609317408101e-05	0.000143393471686307
"K10220"	0.000341530054644809	0.000242382271468144	0.000256355183571097	0.000354613858752867	0.000340131705133943	0.000313879676703933	0.000350503045920836	0.000250994632987103	0.000276729926156804	0.000254686528267243	0.000272571457610518	0.000387150779533326	0.000145831645467066	0.000228848662379568	0.000246783956350649	0.000323749912714484	0.000413918220327788	0.000330520788510349	0.000313987390665105	0.000370357900407394	0.000358907815907899	0.000629017356947693	0.000407360420861509	0.000279504907156908	0.000290689626533042	0.000307591247725649	0.000312858483679216
"K10218"	0.00016487657810439	0.000173130193905817	0.000242498146621308	0.000247490922254605	0.000237836455469599	0.000165199829844175	0.00017771985426972	0.000245654321646952	0.00011651786364497	0.000296147125892143	9.2397104274752e-05	0.000209270691639636	0.000214696589159848	0.000196809849646429	0.000278192823522549	0.000209485237638784	0.000202555724841258	0.000249449651705924	0.000333923098008921	0.000246905266938262	0.000248474641782391	0.000196567924046154	0.000261874556268113	0.000126568259844637	0.000304531989701282	0.00018768279522243	0.000338930023985817
"K03801"	0.000753721499905785	0.000831024930747922	0.000678994810539662	0.000679676562609662	0.000698165078959146	0.000594719387439031	0.000597336176851002	0.000731622653600705	0.000822907411992601	0.000610063079337815	0.000771515820694179	0.00081615569739458	0.00068054767884631	0.00076893150559535	0.000910857147985121	0.00071732823797523	0.000457952073554148	0.000586206681508921	0.000712701537541429	0.000662155034061704	0.000754626689857633	0.000393135848092308	0.00065759610796215	0.000601199234262028	0.000512167437224883	0.000656889783278506	0.000612681197205131
"K13766"	0.000176653476540418	0.000277008310249308	0.000193998517297046	0.00019208250682447	0.00021737740553673	0.000227149766035741	0.000246833130930166	0.000224293076286347	0.000211188627856508	0.000171765333017443	0.000166314787694554	0.000214502458930627	0.0001093737341003	0.000215117742636794	0.000192940184055962	0.000146004862596728	0.000273009890003435	0.000236977169120628	0.000254180268633656	0.000246905266938262	0.000202460819230097	0.000176911131641539	0.000279332860019321	0.000226768132221642	0.000138423631682401	0.000234603494028038	0.000208572322452811
"K20582"	0.0039688147729414	0.00380886426592798	0.00408089738171287	0.00589545540176642	0.00615050188606867	0.00637671343198516	0.00465527284934293	0.00434167311954287	0.00436941988668638	0.00470281635916723	0.00451821839903537	0.00419064560008371	0.00359718058818764	0.00441677918392567	0.00462607743631852	0.00475468009064998	0.00598860403878502	0.0055751997156274	0.00571656408083929	0.00607162497334545	0.00585755961090712	0.00607394885302616	0.00630244765418592	0.00572194008047632	0.00573073835165139	0.00572432525428412	0.00552716654499948
"K01995"	0.00501695873374788	0.00396468144044321	0.00447582293478186	0.00627592652105335	0.00600728853653858	0.00625694355534814	0.00408755664820355	0.00436837467624362	0.00502483286968933	0.00483312109455978	0.00460599564809639	0.00454640577587109	0.00395770882281455	0.00454493443485823	0.00469338215168688	0.00500225355331399	0.0056803670662005	0.00597431915835687	0.00581624261755837	0.00580227377304917	0.00615664945749703	0.0059953216834077	0.00536551868620445	0.00632313931473835	0.00555078763046427	0.00617789200940499	0.00584002502867869
"K01997"	0.00352129263237234	0.0032202216066482	0.00383147071661667	0.00524532999405283	0.00518125439549901	0.00540616443165064	0.0038604701677478	0.00355664735254065	0.00382324240085058	0.00354784256818788	0.00353418923850926	0.00376687244951345	0.00482054605849469	0.00400942856489004	0.0035581759524739	0.00373264605247288	0.00495821187328818	0.00498899303411848	0.00484437688454733	0.00443307183820971	0.0053560089450871	0.00479625734672616	0.00457989501740011	0.00509437245874666	0.00487251183522051	0.00449917367435992	0.00440609031181562
"K01999"	0.00337996985114	0.00383483379501385	0.00423332478816055	0.00510496200829649	0.00513522153315005	0.00513358471240775	0.0040184433715431	0.00386638541026942	0.00383052476732839	0.00418752036011491	0.00401003432552424	0.00443653866276028	0.00708093656323422	0.00354257729363572	0.004114561599519	0.00345968043979204	0.0051431540568389	0.00545047488977443	0.00486431259189115	0.00469120007182699	0.00544343520793646	0.00520904998722308	0.00533060207870203	0.00540551943086473	0.00524625564076299	0.00489539290871839	0.00503180727917405
"K01998"	0.00310910118711136	0.00357513850415512	0.00336033146032384	0.00474665425518161	0.00451889265392238	0.00476188509525835	0.00363832034991065	0.00327895116285279	0.00359748904003845	0.00361299493588415	0.0032800972017537	0.00337972166998012	0.00411569310540387	0.00341442204270316	0.00353574104735111	0.00334541576471634	0.00457071396489621	0.00450880245458457	0.00469984300630467	0.00415249767123441	0.00491427624858507	0.00434415112142001	0.00474865862032845	0.00475685709916096	0.00449876802967803	0.00397261916554144	0.00482323495672124
"K01338"	0.00514650461654419	0.00552285318559557	0.00572988477873776	0.00588437371868039	0.00596637043667285	0.00557136426149481	0.00568703533663102	0.00581025873808443	0.00628468227035057	0.00558533479432582	0.00557616524298129	0.00594851940985665	0.00298954873207486	0.00616518296450557	0.00586448419909632	0.00573227786629763	0.00576843477265322	0.00560014468079799	0.00610032644720775	0.00670011110737012	0.00622567019132547	0.00550390187329232	0.00588344836415694	0.00623876047484192	0.00561999944630547	0.00603191650200977	0.00627020544373762
"K03800"	0.000117768984360279	0.00010387811634349	0.000193998517297046	7.75717816021897e-05	7.16066747650406e-05	5.78199404454613e-05	7.89866018976531e-05	5.34031134015113e-05	0.000101953130689349	7.69982527319572e-05	0.000106256669915965	4.70859056189181e-05	2.02543952037592e-05	3.66157859807309e-05	3.5895848196458e-05	6.98284125462613e-05	3.52270825810883e-05	0.000118488584560314	3.98714146876324e-05	4.48918667160477e-05	7.8223498338901e-05	9.82839620230771e-05	3.49166075024151e-05	5.27367749352656e-05	2.76847263364802e-05	7.82011646760126e-05	7.82146209198039e-05
"K06861"	0.00038863764838892	0.000337603878116343	0.000228641109671519	0.00045804290088912	0.00052682053577137	0.000351049638418872	0.000355439708539439	0.000416544284531788	0.000276729926156804	0.000521218941570172	0.000457365666160023	0.00046562728889819	0.000486105484890221	0.000476005217749502	0.000520489798848641	0.000323749912714484	0.000572440091942686	0.000486426820826551	0.000508360537267313	0.000673378000740716	0.000538361723861848	0.000412792640496924	0.00044809646294766	0.000358610069559806	0.000539852163561363	0.000510914275883282	0.000508395035978726
"K07091"	2.35537968720558e-05	4.32825484764543e-05	4.84996293242616e-05	0.00011451072522228	6.9049293523432e-05	0.000128029868129236	0.000128353228083686	4.2722490721209e-05	9.46707642115382e-05	0.000112535907839014	3.69588417099008e-05	0.000130794182274772	0.000688649436927813	0.000119001304437376	7.1791696392916e-05	7.61764500504669e-05	3.52270825810883e-05	0.000106016101975018	8.47267562112188e-05	0.000101006700111107	9.20276451045894e-05	5.89703772138462e-05	0.00013966643000966	0.000105473549870531	4.15270895047202e-05	7.82011646760126e-05	7.82146209198039e-05
"K11720"	9.42151874882231e-05	0.000121191135734072	9.69992586485232e-05	0.000166225246290407	0.000166229780704559	0.000107379889398714	0.00013328989070229	6.94240474219647e-05	9.46707642115382e-05	0.000142150620428229	0.000152455222053341	7.84765093648635e-05	0.000445596694482703	0.000183078929903655	0.000174992259957733	0.000190441125126167	8.80677064527208e-05	0.000106016101975018	6.97749757033567e-05	0.000258128233617274	0.000105831791870278	0.000137597546832308	0.000133846995425924	0.00018457871227343	0.000138423631682401	0.00018768279522243	0.00019553655229951
"K00748"	0.000176653476540418	0.000242382271468144	0.000221712591196624	0.000391552802372958	0.000347803848858769	0.000326269663942246	0.000360376371158042	0.000261675255667405	0.000276729926156804	0.000284301240856457	0.000318770009747895	0.000360991943078372	0.000717005590213076	0.000242579582122342	0.000336523576841794	0.000374534212748129	0.000308236972584523	0.000330520788510349	0.00025916419546961	0.000235682300259251	0.000335900904631751	0.000314508678473847	0.000494651939617547	0.000263683874676328	0.000609063979402564	0.000443139933164071	0.000325894253832516
"K02535"	0.00016487657810439	0.000311634349030471	0.000325640368320042	0.000332450492580813	0.000347803848858769	0.00030148968946562	0.000306073082353406	0.00028303650102801	0.000356835957412721	0.000438297746320372	0.000369588417099008	0.000371455477660354	0.000631937130357288	0.00030208023434103	0.000224349051227862	0.000361838137739718	0.000431531761618332	0.000318048305925053	0.000224276707617932	0.000471364600518501	0.000312893993355604	0.000393135848092308	0.000273513425435585	0.000374431102040386	0.000263004900196562	0.000417072878272067	0.000260715403066013
"K02536"	0.000306199359336725	0.000354916897506925	0.000457282219343038	0.000391552802372958	0.000360590755066812	0.000446039540579273	0.000508476249716142	0.000389842727831033	0.000320424125023668	0.000479758343945272	0.000286431023251731	0.000429004917861254	0.00052661427529774	0.000347849966816944	0.00035895848196458	0.000323749912714484	0.000246589578067618	0.000467718096948607	0.000423633781056094	0.000404026800444429	0.000354306433652669	0.000412792640496924	0.000343346640440415	0.000432441554469178	0.000442955621383683	0.00043271311120727	0.000508395035978726
"K03269"	5.88844921801394e-05	7.79085872576177e-05	5.54281477991561e-05	5.91023097921446e-05	3.58033373825203e-05	1.23899872383131e-05	2.96199757116199e-05	2.13612453606045e-05	0	2.36917700713715e-05	1.84794208549504e-05	4.18541383279272e-05	3.64579113667666e-05	3.66157859807309e-05	1.7947924098229e-05	3.17401875210279e-05	0	6.2362412926481e-06	1.99357073438162e-05	0	2.76082935313768e-05	3.93135848092308e-05	2.32777383349434e-05	3.16420649611594e-05	2.76847263364802e-05	5.73475207624092e-05	2.60715403066013e-05
"K00912"	0.00022376107028453	0.000190443213296399	0.000221712591196624	0.000203164189910497	0.000250623361677642	0.00023540975752795	0.000197466504744133	0.000213612453606045	0.000247600460245561	0.000171765333017443	0.00024947218154183	0.000272051899131527	0.000656242404601799	0.00023342563562716	0.000210888108154191	0.000209485237638784	0.000202555724841258	0.000205795962657387	0.000269132049141519	0.000325466033691346	0.000220866348251015	0.000196567924046154	0.000331707771272943	0.000311146972118067	0.000263004900196562	0.000276310781855244	0.000286786943372614
