"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K01687"	0.00471075937441115	0.00489092797783934	0.00519638885617088	0.0042923052486545	0.00450610574771434	0.00458016528242976	0.0044627430072174	0.00496648954634055	0.00479179714239939	0.00497527171498801	0.00454131767510406	0.00441561159359632	0.0045086283723568	0.00497516992013182	0.00446454611943446	0.00428492531533876	0.00470281552457529	0.0044090225939022	0.00490418400657878	0.00500544313883932	0.00426548135059772	0.00465865979989385	0.00435293706863441	0.00435078393215941	0.00488635419838875	0.00423850312543988	0.00436698300135572
"K11892"	8.24382890521952e-05	6.92520775623269e-05	6.92851847489451e-05	5.54084154301355e-05	4.09180998657375e-05	5.3689944699357e-05	1.97466504744133e-05	4.80628020613602e-05	0	5.33064826605858e-05	4.15786969236384e-05	5.75494402008999e-05	0.000559021307623754	1.37309197427741e-05	3.14088671719007e-05	3.17401875210279e-05	4.40338532263604e-05	0	4.98392683595405e-06	4.48918667160477e-05	1.38041467656884e-05	0	2.32777383349434e-05	3.16420649611594e-05	1.38423631682401e-05	1.56402329352025e-05	0
"K11891"	0.000211984171848502	8.65650969529086e-05	9.00707401736287e-05	3.32450492580813e-05	7.92788184898664e-05	0.00013215986387534	7.89866018976531e-05	0.000128167472163627	0.000167494428989644	0.000189534160570972	0.000161694932480816	9.9403578528827e-05	0.00173782710848254	9.61164381994187e-05	0.000157044335859504	0.000184093087621962	9.68744770979929e-05	0.000174614756194147	3.98714146876324e-05	0.000123452633469131	0.000119635938635966	0.000176911131641539	9.89303879235094e-05	0.000121294582351111	4.15270895047202e-05	9.90548085896159e-05	6.51788507665033e-05
"K03337"	0.000282645562464669	0.000268351800554017	0.00021478407272173	0.000132980197032325	0.00016367239946295	0.000177589817082488	0.000202403167362736	0.000267015567007557	0.000262165193201183	0.000148073562946072	0.000207893484618192	0.000230197760803599	0.000469901968727214	0.000297503261093439	0.000264731880448878	0.000241225425159812	0.000184942183550714	0.000268158375583868	0.000144533878242667	0.000303020100333322	0.00025767740629285	0.000373479055687693	0.000273513425435585	0.000158210324805797	0.000179950721187121	0.000130335274460021	0.000312858483679216
"K03338"	0.00016487657810439	0.000467451523545706	0.00029099777594557	0.000295511548960723	0.000260852886644076	0.000322139668196142	0.000365313033776646	0.000224293076286347	0.000174776795467455	0.000361299493588415	0.00024947218154183	0.000340064873914408	0.000761565259661347	0.000320388127331396	0.000376906406062809	0.000342794025227101	0.000290623431293979	0.000299339582047109	0.000274115975977473	0.000482587567197513	0.00034510366914221	0.000294851886069231	0.000302610598354264	0.000258410197182801	0.000263004900196562	0.000234603494028038	0.000182500782146209
"K03336"	0.000694837007725645	0.00109072022160665	0.000665137773589873	0.000890228541244177	0.000662361741576626	0.000673189306615014	0.000784929356357928	0.000939894795866599	0.000997684207460056	0.000781828412355258	0.000711457702915591	0.000732447420738726	0.00108563558292149	0.000741469666109802	0.000776247717248404	0.000939509550622425	0.000695734880976495	0.000661041577020698	0.000882155049963867	0.000718269867456764	0.000722417014071027	0.000570046979733847	0.000797262537971811	0.000743588526587245	0.000844384153262645	0.000782011646760126	0.000743038898738137
"K03335"	0.000247314867156586	0.000372229916897507	0.000346425923744726	0.000317674915132777	0.000237836455469599	0.000342789646926664	0.000340629720683629	0.000347120237109823	0.000182059161945266	0.000337607723517043	0.000258711891969306	0.000313906037459454	0.000688649436927813	0.000361580886559718	0.00039036734913648	0.000495146925328035	0.00021136249548653	0.000380410718851534	0.000313987390665105	0.000314243067012334	0.000381914727184046	0.000275195093664616	0.000384082682526566	0.000253136519689275	0.000318374352869522	0.000380579001423261	0.000286786943372614
"K00010"	0.000529960429621255	0.000649238227146814	0.000450353700868143	0.000517145210681265	0.000626558404194105	0.000516249468263048	0.000444299635674299	0.000523350511334811	0.000422377255713017	0.000704830159623301	0.000628300309068314	0.000533640263681071	0.00136919711577412	0.000457697324759137	0.000650612248560801	0.000609411600403735	0.000528406238716325	0.000449009373070663	0.000488424829923497	0.000549925367271585	0.000598179693179831	0.000648674149352309	0.000436457593780188	0.000464083619430337	0.000415270895047202	0.000662103194256906	0.00058660965689853
"K03339"	0	0	0	0	0	0	9.87332523720664e-06	0	0	0	0	0	0	1.37309197427741e-05	2.24349051227862e-05	0	0	0	4.98392683595405e-06	0	0	0	0	0	0	0	0
"K04786"	0	8.65650969529086e-06	6.92851847489451e-06	7.38778872401807e-06	1.2786906208043e-05	1.65199829844175e-05	1.97466504744133e-05	1.60209340204534e-05	7.28236647781063e-06	1.18458850356857e-05	9.2397104274752e-06	1.04635345819818e-05	1.21526371222555e-05	2.28848662379568e-05	2.69218861473435e-05	3.80882250252335e-05	1.76135412905442e-05	6.2362412926481e-06	9.9678536719081e-06	1.12229666790119e-05	9.20276451045894e-06	5.89703772138462e-05	2.90971729186792e-05	2.10947099741062e-05	0	2.60670548920042e-05	0
"K04784"	0	0	0	3.69389436200904e-06	1.02295249664344e-05	4.12999574610438e-06	4.93666261860332e-06	5.34031134015113e-06	0	0	4.6198552137376e-06	0	0	9.15394649518274e-06	1.7947924098229e-05	0	8.80677064527209e-06	0	0	1.12229666790119e-05	1.38041467656884e-05	0	5.81943458373584e-06	5.27367749352656e-06	0	1.56402329352025e-05	0
"K04785"	0	0	0	0	0	0	0	0	0	0	0	5.2317672909909e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04783"	0	0	0	0	5.11476248321719e-06	0	4.93666261860332e-06	0	0	0	4.6198552137376e-06	0	0	0	0	6.34803750420557e-06	8.80677064527209e-06	0	0	0	0	0	5.81943458373584e-06	0	0	5.21341097840084e-06	0
"K04487"	0.0014367816091954	0.00157548476454294	0.00172520110024873	0.00146278216735558	0.00150118278882424	0.00178415816231709	0.00129834226869267	0.00154869028864383	0.0011651786364497	0.00172357627269227	0.00159385004873947	0.00186774092288375	0.00148667260795593	0.00149667025196238	0.00161980014986517	0.00118708301328644	0.00149715100969625	0.00149669791023554	0.00169951905106033	0.00154876940170365	0.00142642849912114	0.00165117056198769	0.00180984415554185	0.00142389292325217	0.00130118213781457	0.00146496848493064	0.00157732818854938
"K00795"	0.000188430374976446	0.000207756232686981	0.000173212961872363	0.000273348182788669	0.000196918355603862	0.000289099702227307	0.000182656516888323	0.000229633387626499	0.000182059161945266	0.000100690022803329	0.000189414063763242	0.000266820131840536	0.000453698452564206	0.000114424331189784	0.000192940184055962	0.000171397012613551	0.000308236972584523	0.000193323480072091	0.000194373146602208	0.000123452633469131	0.000207062201485326	0.000294851886069231	0.000226957948765698	0.000274231229663381	0.000193793084355361	0.000203323028157633	0.000221608092606111
"K02523"	0.000341530054644809	0.000476108033240997	0.000422639626968565	0.000373083330562913	0.000444984336039895	0.000425389561848751	0.000409742997344075	0.000357800859790126	0.000313141758545857	0.000456066573873901	0.000369588417099008	0.000324369572041436	0.000603580977072025	0.00030208023434103	0.000412802254259267	0.000253921500168223	0.000273009890003435	0.000430300649192719	0.000383762366368462	0.000460141633839489	0.000340502286886981	0.000511076602520001	0.00037826324794283	0.000300599617131014	0.000318374352869522	0.000458780166099274	0.000338930023985817
"K00991"	0.000306199359336725	0.000311634349030471	0.000332568886794937	0.000232715344806569	0.000260852886644076	0.000231279761781845	0.000301136419734802	0.000288376812368161	0.000400530156279585	0.000284301240856457	0.000291050878465469	0.000277283666422518	0.000121526371222555	0.000370734833054901	0.000251270937375206	0.000266617575176634	0.0003786911377467	0.000305575823339757	0.000204341000274116	0.000190790433543203	0.00025767740629285	0.000294851886069231	0.000203680210430755	0.000200399744754009	0.000263004900196562	0.000192896206200831	0.000299822713525915
"K12506"	0.000353306953080837	0.000268351800554017	0.000284069257470675	0.000325062703856795	0.000271082411610511	0.000239539753274054	0.000345566383302232	0.000299057435048463	0.000240318093767751	0.000213225930642343	0.000369588417099008	0.000261588364549545	0.000708903832131573	0.000311234180836213	0.000251270937375206	0.000266617575176634	0.000317043743229795	0.000268158375583868	0.000323955244337013	0.000527479433913561	0.000184055290209179	0.000511076602520001	0.00023859681793317	0.000305873294624541	0.000373743805542482	0.000344085124574455	0.000351965794139118
"K00919"	0.000259091765592614	0.000571329639889197	0.000561209996466456	0.00045804290088912	0.000424525286107026	0.000479079506548108	0.000498602924478935	0.000491308643293904	0.000538895119357987	0.000467912458909586	0.000637540019495789	0.000507481427226117	0.000563072186664506	0.000448543378263954	0.000587794514216999	0.000545931225361679	0.000475565614844693	0.000436536890485367	0.000378778439532508	0.000471364600518501	0.000391117491694505	0.000589703772138462	0.000366624378775358	0.000617020266742608	0.000484482710888403	0.000474420399034476	0.000495359265825425
"K01770"	0.00061239871867345	0.000389542936288089	0.000561209996466456	0.000369389436200904	0.000421967904865418	0.000437779549087064	0.000543032888046365	0.000347120237109823	0.000400530156279585	0.000313915953445672	0.000388067837953959	0.00058595793659098	0.000174187798752329	0.000457697324759137	0.000367932444013694	0.000393578325260746	0.000317043743229795	0.000399119442729478	0.000214308853946024	0.000426472733802453	0.000308292611100375	0.000432449432901539	0.000302610598354264	0.000464083619430337	0.000249162537028321	0.000359725357509658	0.000443216185212222
"K03894"	0	0	0	0	0	0	0	0	0	0	4.6198552137376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03896"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	4.6198552137376e-06	0	0.000141780766426315	0	8.97396204911449e-06	0	0	0	4.98392683595405e-06	3.36689000370358e-05	4.60138225522947e-06	0	5.81943458373584e-06	0	0	0	0
"K03895"	0	0	0	0	0	0	9.87332523720664e-06	0	0	0	0	5.2317672909909e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03897"	1.17768984360279e-05	8.65650969529086e-06	2.07855554246835e-05	5.17145210681265e-05	1.02295249664344e-05	8.25999149220876e-06	2.96199757116199e-05	1.60209340204534e-05	2.18470994334319e-05	4.14605976249001e-05	4.15786969236384e-05	2.09270691639636e-05	0.000255205379567366	3.20388127331396e-05	3.14088671719007e-05	3.80882250252335e-05	4.40338532263604e-05	3.11812064632405e-05	9.9678536719081e-06	4.48918667160477e-05	4.60138225522947e-06	3.93135848092308e-05	2.32777383349434e-05	5.80104524287922e-05	0	3.64938768488059e-05	0
"K01239"	0.000129545882796307	0.000155817174515235	0.000297926294420464	0.000140367985756343	0.000156000255738124	0.000181719812828593	0.000246833130930166	0.000250994632987103	0.000174776795467455	0.000195457103088815	0.000240232471114355	0.000381919012242335	0.000664344162683302	0.00023342563562716	0.000161531316884061	0.000126960750084111	0.000228976036777074	0.000180850997486795	0.000229260634453886	0.000101006700111107	0.00017025114344349	0.00025553830126	0.000122208126258453	0.000163484002299323	0.000249162537028321	0.000203323028157633	0.000182500782146209
"K06347"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	0	0	0	0	0	1.26960750084111e-05	0	0	0	1.12229666790119e-05	0	0	0	0	0	0	0
"K03781"	0.000989259468626343	0.000882963988919668	0.000762137032238396	0.000310287126408759	0.000207147880570296	0.000330399659688351	0.000775056031120721	0.00061413580411738	0.000495200920491123	0.000858826665087215	0.0005774819017172	0.000659202678664853	0.000409138783115936	0.000704853880129071	0.000699969039830931	0.000634803750420557	0.000193748954195986	0.000236977169120628	0.000189389219766254	0.000280574166975298	0.000377313344928817	0.000196567924046154	0.000215319079598226	0.000205673422247536	0.000221477810691841	0.000281524192833645	0.000338930023985817
"K03782"	0.00135434332014321	0.00167070637119114	0.00167670147092447	0.00128178134361714	0.00109711655265009	0.00124725871532352	0.00152049208652982	0.0013991615711196	0.00144919092908432	0.00158734859478189	0.00167238758737301	0.00164800669666213	0.00140970590618164	0.00178501956656063	0.00137750317453907	0.00203137200134578	0.00137385622066245	0.00139068180826053	0.00115128709910539	0.00148143160162957	0.00134820500078224	0.00112043716706308	0.00119880352424958	0.00150299808565507	0.00114891614296393	0.00113652359329138	0.00119929085410366
"K12254"	4.71075937441115e-05	4.32825484764543e-05	2.77140738995781e-05	1.47755774480361e-05	1.02295249664344e-05	1.23899872383131e-05	1.480998785581e-05	5.34031134015113e-06	7.28236647781063e-06	3.55376551070572e-05	2.3099276068688e-05	2.61588364549545e-05	4.05087904075184e-06	1.83078929903655e-05	2.24349051227862e-05	6.34803750420557e-06	8.80677064527209e-06	0	2.99035610157243e-05	1.12229666790119e-05	3.22096757866063e-05	1.96567924046154e-05	2.90971729186792e-05	1.58210324805797e-05	2.76847263364802e-05	1.04268219568017e-05	1.30357701533007e-05
"K00639"	0.000706613906161673	0.000978185595567867	0.000942278512585654	0.000853289597624087	0.000948788440636788	0.000978808991826738	0.000962649210627647	0.000886491682465088	0.00101953130689349	0.000870672550122901	0.00103946742309096	0.000789996860939625	0.000648140646520295	0.00100235714122251	0.00101405771154994	0.000977597775647658	0.000898290605817753	0.000798238885458956	0.000912058610979591	0.000493810533876525	0.00086966124623837	0.00110078037465846	0.000744887626718188	0.000870156786431883	0.000595221616234323	0.000854999400457737	0.000716967358431536
"K18127"	0	0	0	0	0	0	0	0	0	0	0	1.04635345819818e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00874"	0.00044752214056906	0.00039819944598338	0.000443425182393249	0.00042110395726903	0.000378492423758072	0.000429519557594856	0.000434426310437092	0.000389842727831033	0.000378683056846153	0.000491604228980958	0.000452745810946285	0.000381919012242335	0.000486105484890221	0.000398196672540449	0.000556385647045099	0.000355490100235512	0.000431531761618332	0.000268158375583868	0.000403698073712278	0.000359134933728382	0.000289887082079457	0.00047176301771077	0.00051792967795249	0.000374431102040386	0.000539852163561363	0.000406646056315265	0.000456251955365523
"K01546"	0.00153099679668363	0.00136772853185596	0.00157970221227595	0.00136304701958133	0.00140144492040151	0.00152396843031252	0.00131315225654848	0.00139382125977945	0.00110691970462722	0.00135043089406817	0.00168624715301422	0.00158522548917024	0.00163655513246374	0.00124493672334485	0.00128776355404793	0.00174571031365653	0.00125936820227391	0.00154035159928408	0.001410451294575	0.00136920193483946	0.00161508517158554	0.00129734829870462	0.00182148302470932	0.00166120841046087	0.00134270922731929	0.00140240755318983	0.00165554280946918
"K01547"	0.00146033540606746	0.00174861495844875	0.00145498887972785	0.00152188447714772	0.00167764209449524	0.00164786830269565	0.00144644214725077	0.00152198873194307	0.00150016749442899	0.00146296680190719	0.00132127859112895	0.00161661609291619	0.00145426557562991	0.00144632354623887	0.00186209712519126	0.00143465647595046	0.00170851350518278	0.00165884018384439	0.0014752423434424	0.00164977610181475	0.00175772802149766	0.00186739527843846	0.00167017772553219	0.00217802880482647	0.00204866974889953	0.00161615740330426	0.00155125664824278
"K01548"	0.000506406632749199	0.000510734072022161	0.000443425182393249	0.000513451316319256	0.000514033629563327	0.000656669323630597	0.000360376371158042	0.000448586152572695	0.000400530156279585	0.000450143631356058	0.00055900248086225	0.000329601339332426	0.000457749331604958	0.000448543378263954	0.00048908093167674	0.000425318512781774	0.000519599468071053	0.000430300649192719	0.000423633781056094	0.000538702400592573	0.000414124402970652	0.000235881508855385	0.000465554766698868	0.000622293944236134	0.000249162537028321	0.000542194741753687	0.000365001564292418
"K07646"	0.00200207273412474	0.00166204986149584	0.00157970221227595	0.00168810972343813	0.00170321590691132	0.00161069834098071	0.00165871863985072	0.00182104616699154	0.00165309719046301	0.00162288624988894	0.0016954868634417	0.00164800669666213	0.00187960787490886	0.00168432615511362	0.0016377480739634	0.00161240152606822	0.00164686611066588	0.0014779891863576	0.00149019412395026	0.00187423543539499	0.00163809208286169	0.000904212450612309	0.00162944168344604	0.00175086092785082	0.00160571412751585	0.00157966352645545	0.00160339972885598
"K07667"	0.00114235914829471	0.00118594182825485	0.00106699184513376	0.00105275989317258	0.00103062464036826	0.00114400882167091	0.00117986236584619	0.00131905690101733	0.0014419085626065	0.00110166730831877	0.00133513815677017	0.00113529350214502	0.00050635988009398	0.00118543607112616	0.00128776355404793	0.00128230357584953	0.00114488018388537	0.0011537046391399	0.00108151212340203	0.00138042490151847	0.000975493038108648	0.00108112358225385	0.00130355334675683	0.00120767214601758	0.00109354669029097	0.00120951134698899	0.00101679007195745
"K01545"	0	0	0	0	7.67214372482578e-06	0	4.93666261860332e-06	0	0	0	0	0	4.05087904075184e-05	4.57697324759137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"K01627"	0.000683060109289617	0.000649238227146814	0.000401854071543882	0.00034353217566684	0.00050891886708011	0.000512119472516943	0.000409742997344075	0.000480628020613602	0.000320424125023668	0.000586371309266444	0.000457365666160023	0.000512713194517108	0.000737259985416835	0.000489736137492276	0.000520489798848641	0.000596715525395324	0.000572440091942686	0.00042406440790007	0.00039373022004037	0.000628486134024668	0.000533760341606619	0.000353822263283077	0.000465554766698868	0.000559009814313815	0.000373743805542482	0.000469206988056075	0.000638752737511732
"K00979"	0.000282645562464669	0.000415512465373961	0.000263283702045991	0.000362001647476885	0.000337574323892334	0.000384089604387707	0.000276453106641786	0.000475287709273451	0.000218470994334319	0.000432374803802529	0.000475845087014973	0.000345296641205399	0.00046180021064571	0.00023342563562716	0.000385880368111923	0.000355490100235512	0.000343464055165611	0.000342993271095645	0.000373794512696554	0.000404026800444429	0.000414124402970652	0.000176911131641539	0.000279332860019321	0.000384978457027439	0.000193793084355361	0.000380579001423261	0.000365001564292418
"K03270"	0.000117768984360279	5.19390581717451e-05	0.000103927777123418	7.01839928781717e-05	9.20657246979093e-05	5.78199404454613e-05	6.91132766604465e-05	9.07852927825692e-05	4.36941988668638e-05	5.92294251784286e-05	0.000138595656412128	6.80129747828817e-05	2.83561532852629e-05	0.000105270384694601	9.42266015157022e-05	5.07843000336446e-05	8.80677064527208e-05	0.000137197308438258	6.47910488674026e-05	3.36689000370358e-05	3.68110580418358e-05	3.93135848092308e-05	0.000174583037512075	7.91051624028984e-05	9.68965421776806e-05	4.17072878272067e-05	3.9107310459902e-05
"K02527"	0.00038863764838892	0.000259695290858726	0.000173212961872363	0.000295511548960723	0.00034524646761716	0.000293229697973411	0.000246833130930166	0.000261675255667405	0.000182059161945266	0.000171765333017443	0.000198653774190717	0.000214502458930627	0.000595479218990521	0.000347849966816944	0.00022883603225242	0.000184093087621962	0.000343464055165611	0.00042406440790007	0.000353858805352737	0.000303020100333322	0.000243873259527162	0.000196567924046154	0.000360804944191622	0.000305873294624541	0.000484482710888403	0.000307591247725649	0.000143393471686307
"K14259"	1.17768984360279e-05	1.73130193905817e-05	4.84996293242616e-05	1.10816830860271e-05	1.2786906208043e-05	0	4.93666261860332e-06	2.13612453606045e-05	4.36941988668638e-05	5.33064826605858e-05	0	1.04635345819818e-05	0	2.28848662379568e-05	8.97396204911449e-06	3.80882250252335e-05	3.52270825810883e-05	2.49449651705924e-05	2.49196341797702e-05	2.24459333580239e-05	1.38041467656884e-05	3.93135848092308e-05	1.16388691674717e-05	1.58210324805797e-05	0	3.1280465870405e-05	1.30357701533007e-05
"K11441"	1.17768984360279e-05	0	0	0	0	0	0	0	0	1.18458850356857e-05	0	0	0	0	4.48698102455725e-06	0	0	0	0	0	0	0	0	0	0	0	0
"K02491"	2.35537968720558e-05	0	6.92851847489451e-06	3.69389436200904e-06	7.67214372482578e-06	1.23899872383131e-05	1.480998785581e-05	5.34031134015113e-06	0	1.18458850356857e-05	1.38595656412128e-05	2.61588364549545e-05	4.05087904075184e-06	9.15394649518274e-06	1.7947924098229e-05	1.90441125126167e-05	0	6.2362412926481e-06	4.98392683595405e-06	1.12229666790119e-05	4.60138225522947e-06	0	5.81943458373584e-06	0	0	1.04268219568017e-05	1.30357701533007e-05
"K07697"	2.35537968720558e-05	8.65650969529086e-06	1.3857036949789e-05	3.69389436200904e-06	7.67214372482578e-06	2.47799744766263e-05	9.87332523720664e-06	1.60209340204534e-05	7.28236647781063e-06	5.92294251784286e-06	4.6198552137376e-06	0	0	9.15394649518274e-06	1.7947924098229e-05	6.34803750420557e-06	0	6.2362412926481e-06	9.9678536719081e-06	2.24459333580239e-05	1.38041467656884e-05	0	0	5.27367749352656e-06	2.76847263364802e-05	0	0
"K07698"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	4.6198552137376e-06	5.2317672909909e-06	0	9.15394649518274e-06	0	0	0	0	0	2.24459333580239e-05	0	0	0	5.27367749352656e-06	0	0	1.30357701533007e-05
"K13532"	0	0	0	0	0	0	0	0	0	0	4.6198552137376e-06	0	0	0	4.48698102455725e-06	0	0	0	0	0	4.60138225522947e-06	0	5.81943458373584e-06	5.27367749352656e-06	0	5.21341097840084e-06	0
"K13533"	4.71075937441115e-05	8.65650969529086e-06	6.92851847489451e-06	7.38778872401807e-06	1.02295249664344e-05	8.25999149220876e-06	1.97466504744133e-05	0	0	0	1.84794208549504e-05	2.09270691639636e-05	0	4.57697324759137e-06	0	0	0	6.2362412926481e-06	1.99357073438162e-05	1.12229666790119e-05	4.60138225522947e-06	0	1.74583037512075e-05	0	0	1.04268219568017e-05	3.9107310459902e-05
"K00174"	0.00211984171848502	0.00206024930747922	0.00198155628381983	0.00183586549791849	0.00198964260597149	0.00214346779222817	0.00210795493814362	0.00186376865771274	0.00195895658253106	0.00210856753635206	0.00189876049284615	0.00163754316208015	0.000692700315968565	0.00208709980090166	0.00201914146105076	0.00198058770131214	0.00232498745035183	0.00218268445242683	0.00194871539285803	0.00236804596927152	0.00248474641782391	0.00212293357969846	0.0020949964501449	0.00224658661224232	0.00218709338058193	0.00242423610495639	0.00219000938575451
"K00175"	0.00138967401545129	0.00117728531855956	0.00103234925275928	0.00106753547062061	0.00104596892781791	0.00112335884294039	0.00119960901632061	0.00111078475875144	0.00109963733814941	0.0012023573311221	0.0011549638034344	0.00114052526943602	0.000433444057360447	0.00126324461633522	0.00110828431306564	0.00123786731332009	0.00114488018388537	0.00111628719138401	0.0011712228064492	0.00127941820140736	0.00109512897674461	0.000982839620230771	0.00123953956633573	0.00121294582351111	0.00134270922731929	0.00118865770307539	0.00127750547502346
"K00176"	2.35537968720558e-05	3.46260387811634e-05	3.46425923744726e-05	7.38778872401807e-06	2.55738124160859e-06	0	3.45566383302232e-05	1.60209340204534e-05	0	2.96147125892143e-05	3.23389864961632e-05	1.56953018729727e-05	0	1.83078929903655e-05	2.69218861473435e-05	1.26960750084111e-05	1.76135412905442e-05	0	4.98392683595405e-06	0	0	0	0	0	0	5.21341097840084e-06	1.30357701533007e-05
"K00917"	7.06613906161673e-05	8.65650969529086e-05	5.54281477991561e-05	4.80206267061175e-05	7.67214372482578e-05	4.95599489532526e-05	7.89866018976531e-05	8.54449814424181e-05	9.46707642115382e-05	7.10753102141144e-05	8.77772490610144e-05	6.80129747828817e-05	5.2661427529774e-05	0.000109847357942193	0.000143583392785832	0.0001142646750757	6.16473945169046e-05	9.97798606823695e-05	7.47589025393107e-05	8.97837334320954e-05	8.742626284936e-05	0	2.90971729186792e-05	4.7463097441739e-05	0.000110738905345921	0.000104268219568017	0.000143393471686307
"K01635"	0.000153099679668363	0.00019909972299169	0.000235569628146413	5.54084154301355e-05	3.83607186241289e-05	4.12999574610438e-05	9.37965897534631e-05	0.000133507783503778	0.000145647329556213	0.000189534160570972	0.000138595656412128	0.000141257716856754	6.07631856112777e-05	0.00010069341144701	0.000116661506638488	0.000196789162630373	1.76135412905442e-05	4.36536890485367e-05	5.48231951954945e-05	6.73378000740716e-05	2.76082935313768e-05	7.86271696184617e-05	9.31109533397735e-05	5.27367749352656e-06	6.92118158412004e-05	2.08536439136034e-05	5.21430806132026e-05
"K10188"	8.24382890521952e-05	2.59695290858726e-05	8.31422216987342e-05	6.27962041541536e-05	5.11476248321719e-05	7.43399234298789e-05	6.41766140418431e-05	8.0104670102267e-05	4.36941988668638e-05	0.000112535907839014	0.000129355945984653	7.84765093648635e-05	0.000336222960382403	4.57697324759137e-05	8.52526394665877e-05	6.98284125462613e-05	8.80677064527208e-05	0.000180850997486795	0.000104662463555035	0.000112229666790119	8.742626284936e-05	5.89703772138462e-05	0.000122208126258453	7.91051624028984e-05	9.68965421776806e-05	8.34145756544134e-05	0.000234643862759412
"K10189"	8.24382890521952e-05	0.000190443213296399	0.000187069998822152	0.000144061880118352	0.000156000255738124	0.000136289859621445	6.91132766604465e-05	0.000170889962884836	5.09765653446744e-05	0.000118458850356857	0.000157075077267078	0.000109867113110809	0.000324070323260147	0.000192232876398837	0.000121148487663046	0.000177745050117756	8.80677064527208e-05	0.000205795962657387	0.000129582097734805	0.000190790433543203	0.000156446996677802	9.82839620230771e-05	0.000151305299177132	0.000116020904857584	0.000138423631682401	0.000114695041524818	0.000104286161226405
"K10190"	9.42151874882231e-05	9.52216066481995e-05	0.000110856295598312	0.000118204619584289	0.000135541205805255	0.000111509885144818	4.93666261860332e-05	0.000122827160823476	0.000152929696034023	0.000130304735392543	7.85375386335392e-05	4.70859056189181e-05	0.00019849307299684	0.000114424331189784	0.000125635468687603	0.000203137200134578	0.000193748954195986	0.000174614756194147	0.000124598170898851	0.000145898566827155	0.000105831791870278	7.86271696184617e-05	0.00020949964501449	5.80104524287922e-05	0.000124581268514161	4.69206988056075e-05	7.82146209198039e-05
"K10191"	0	0	6.92851847489451e-06	1.10816830860271e-05	5.11476248321719e-06	0	4.93666261860332e-06	5.34031134015113e-06	0	1.18458850356857e-05	9.2397104274752e-06	5.2317672909909e-06	0.000287612411893381	0	0	2.53921500168223e-05	0	3.11812064632405e-05	0	2.24459333580239e-05	4.60138225522947e-06	0	5.81943458373584e-06	1.05473549870531e-05	1.38423631682401e-05	5.21341097840084e-06	0
"K01190"	0.000353306953080837	0.000666551246537396	0.000810636661562658	0.000395246696734967	0.000460328623489547	0.000441909544833169	0.000597336176851002	0.000555392379375718	0.000626283517091714	0.000586371309266444	0.000619060598640839	0.000559799100136026	0.00117880580085879	0.000627045334920017	0.000771760736223847	0.000818896838042519	0.000484372385489965	0.000579970440216273	0.000468489122579681	0.000415249767123441	0.000386516109439276	0.000432449432901539	0.000547026850871169	0.000374431102040386	0.000442955621383683	0.000469206988056075	0.000286786943372614
"K03918"	0.000247314867156586	0.000155817174515235	0.000152427406447679	0.000121898513946298	0.00012786906208043	0.00013215986387534	0.000143163215939496	6.94240474219647e-05	0.000167494428989644	8.8844137767643e-05	0.000161694932480816	0.000156953018729727	4.05087904075184e-05	0.000105270384694601	0.000112174525613931	0.000184093087621962	0.000132101559679081	0.000112252343267666	0.000124598170898851	4.48918667160477e-05	6.44193515732126e-05	0.000137597546832308	7.5652649588566e-05	0.000110747227364058	0.000166108358018881	3.64938768488059e-05	0.000130357701533007
"K06443"	1.17768984360279e-05	1.73130193905817e-05	2.07855554246835e-05	3.69389436200904e-06	1.2786906208043e-05	2.06499787305219e-05	9.87332523720664e-06	2.67015567007557e-05	2.18470994334319e-05	1.77688275535286e-05	2.3099276068688e-05	5.2317672909909e-06	0	4.57697324759137e-06	2.69218861473435e-05	1.90441125126167e-05	0	6.2362412926481e-06	0	2.24459333580239e-05	4.60138225522947e-06	0	5.81943458373584e-06	5.27367749352656e-06	0	5.21341097840084e-06	0
"K03778"	0.00016487657810439	8.65650969529086e-05	9.00707401736287e-05	0.000144061880118352	0.000189246211879036	9.49899021604008e-05	5.43032888046365e-05	6.94240474219647e-05	0.000160212062511834	8.8844137767643e-05	0.000101636814702227	0.000183111855184681	5.67123065705258e-05	0.000114424331189784	8.07656584420304e-05	6.98284125462613e-05	0.000140908330324353	0.000180850997486795	0.000124598170898851	0.000134675600148143	0.000156446996677802	0.000157254339236923	8.72915187560377e-05	8.4378839896425e-05	6.92118158412004e-05	0.00012512186348162	0.000221608092606111
