"BulkAG1"	"BulkAG2"	"BulkAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"112045"	0.000739207569485512	0.000544439907445216	0.000303729801968169	6.3047727129437e-05	3.16045636989981e-05	3.78873986512086e-05	0.000489715964740451	0.000576558767811548	0.000279857272790877	0.000357537541441851	0.000433072286982569	0.000362027353177796	0.000692520775623269	1.78456706403027e-05	0.000633579725448786	0.000107066381156317	3.19672655201074e-05	0.000155380838435004	6.6509261414652e-05	0	7.38116327133156e-05	7.06838664074925e-05	4.7395611166406e-05	0	9.94596028246527e-05	0	6.30974540177304e-05
"543472"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	3.31532009415509e-05	0	0
"89615"	0.000147841513897102	0	0	9.45715906941555e-05	3.16045636989981e-05	0	6.52954619653934e-05	0	6.99643181977192e-05	6.50068257167002e-05	3.60893572485474e-05	0	4.94657696873763e-05	0	4.22386483632524e-05	0	0	0.000124304670748003	6.6509261414652e-05	4.85861432319502e-05	7.38116327133156e-05	0	4.7395611166406e-05	0	3.31532009415509e-05	0.000110318452599838	3.15487270088652e-05
"940630"	0.00147841513897102	0.000725919876593621	0.000607459603936338	0	0	0	0.000750897812602024	0.000576558767811548	0.000279857272790877	0.000585061431450302	0.000902233931213685	0.000482703137570394	0.00108824693312228	1.78456706403027e-05	0.000675818373812038	8.56531049250535e-05	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"3963494"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	6.24598472410593e-05	8.44772967265047e-05	8.56531049250535e-05	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"207283"	0.000147841513897102	9.07399845742026e-05	0.000121491920787268	0.00192295567744783	0.0016118327486489	0.00200803212851406	0.000228534116878877	0.000453010460423359	6.99643181977192e-05	0.000260027302866801	0.000288714857988379	0.000603378921962993	0.000445191927186387	8.92283532015133e-06	0.000422386483632524	4.28265524625268e-05	0.00204590499328687	0.00189564622890705	0.00246084267234212	0.00228354873190166	0.00276793622674934	0.00187312245979855	0.0016114507796578	0.00174664732526126	0.00198919205649305	0.0010664117084651	0.00201911852856737
"826124"	7.39207569485512e-05	0	0.000121491920787268	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	1.78456706403027e-05	0.000126715945089757	2.14132762312634e-05	3.19672655201074e-05	0	3.3254630707326e-05	0	7.38116327133156e-05	3.53419332037462e-05	9.4791222332812e-05	0	3.31532009415509e-05	0	0
"364712"	0	0	0	0.000378286362776622	0.000568882146581966	0.000416761385163295	0	0	0	0	0	0	0	0	0	0	0.000383607186241289	0.000466142515305013	0.000299291676365934	0.000291516859391701	0.000442869796279894	0.000106025799611239	0.000331769278164842	0.000207229343675064	0.00036468521035706	0.000183864087666397	0.000536328359150708
"2651333"	0.00066528681253696	0.000589809899732317	0.000485967683149071	9.45715906941555e-05	3.16045636989981e-05	3.78873986512086e-05	0.000652954619653934	0.00065892430607034	0.000279857272790877	0.000390040954300201	0.000469161644231116	0.000603378921962993	0.000494657696873763	4.46141766007567e-05	0.000591341077085533	6.42398286937901e-05	9.59017965603222e-05	6.21523353740017e-05	6.6509261414652e-05	0	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	6.63064018831018e-05	0.000110318452599838	3.15487270088652e-05
"814461"	0	0	6.07459603936338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"143178"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	0	0	0
"156652"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397838411298611	0	0
"1105085"	0	0	0	0	3.16045636989981e-05	0	0.000130590923930787	0.000123548307388189	0	9.75102385750504e-05	3.60893572485474e-05	0.000120675784392599	0	3.56913412806053e-05	0	6.42398286937901e-05	3.19672655201074e-05	3.10761676870008e-05	6.6509261414652e-05	9.71722864639005e-05	7.38116327133156e-05	0	4.7395611166406e-05	8.88125758607419e-05	6.63064018831018e-05	0.000110318452599838	6.30974540177304e-05
"4480292"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"27571"	0	4.53699922871013e-05	0	9.45715906941555e-05	9.48136910969944e-05	0.000227324391907252	0	4.11827691293963e-05	6.99643181977192e-05	0	3.60893572485474e-05	0	9.89315393747527e-05	0	4.22386483632524e-05	0	0.000191803593120644	0.000186457006122005	0.000199527784243956	9.71722864639005e-05	0.000147623265426631	0.000106025799611239	4.7395611166406e-05	0.000148020959767903	9.94596028246527e-05	0.000183864087666397	3.15487270088652e-05
"644798"	0	0	0	0	0	0	0	0	0	6.50068257167002e-05	0	8.0450522928399e-05	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"137866"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"216023"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	7.21787144970948e-05	0	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"810940"	0	0	0	0	0	0	0	8.23655382587925e-05	0	6.50068257167002e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242145"	0	0	0	0	0	0	3.26477309826967e-05	4.11827691293963e-05	0	0	0	8.0450522928399e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"217263"	0.000221762270845653	0.000136109976861304	0.000303729801968169	0.000472857953470777	0.000695300401377959	0.000795635371675381	6.52954619653934e-05	8.23655382587925e-05	6.99643181977192e-05	9.75102385750504e-05	0.00014435742899419	0.000160901045856798	0.000197863078749505	0	0.000337909186906019	0	0.000639345310402148	0.000590447186053016	0.000864620398390476	0.000825964434943154	0.000553587245349867	0.000600812864463686	0.000663538556329684	0.000680896414932354	0.000861983224480324	0.000956093255865264	0.000694071994195034
"803238"	0	0	0	0	3.16045636989981e-05	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3850831"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"156032"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"325934"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"352105"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	2.96041919535806e-05	0	0	3.15487270088652e-05
"519510"	0.000295683027794205	0.000136109976861304	6.07459603936338e-05	6.3047727129437e-05	0	0.000151549594604834	0.00019588638589618	8.23655382587925e-05	6.99643181977192e-05	6.50068257167002e-05	0.000216536143491284	0.000201126307320998	4.94657696873763e-05	0	0	0	3.19672655201074e-05	0	6.6509261414652e-05	9.71722864639005e-05	3.69058163566578e-05	0	0	5.92083839071613e-05	0	7.35456350665588e-05	6.30974540177304e-05
"196412"	0	9.07399845742026e-05	0	0	0	0	3.26477309826967e-05	0.000123548307388189	0.000139928636395438	0	0.000108268071745642	0	4.94657696873763e-05	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"4310474"	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	3.19672655201074e-05	3.10761676870008e-05	0	0	0	0	4.7395611166406e-05	0	3.31532009415509e-05	3.67728175332794e-05	0
"207320"	0	0	0	3.15238635647185e-05	3.16045636989981e-05	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	3.3254630707326e-05	4.85861432319502e-05	0	0	0	2.96041919535806e-05	0	7.35456350665588e-05	6.30974540177304e-05
"4407397"	0	4.53699922871013e-05	0	0	0	0	0	4.11827691293963e-05	6.99643181977192e-05	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	3.31532009415509e-05	0	0
"812000"	7.39207569485512e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"296086"	7.39207569485512e-05	9.07399845742026e-05	0.000182237881180901	0.00116638295189458	0.00104295060206694	0.0017807077366068	0.000163238654913484	0.000164731076517585	0.000139928636395438	0.0001300136514334	0.000180446786242737	0.000160901045856798	9.89315393747527e-05	8.92283532015133e-06	0.000126715945089757	4.28265524625268e-05	0.0013106578863244	0.00142950371360204	0.000565328722024542	0.00106889515110291	0.00103336285798642	0.000353419332037462	0.00127968150149296	0.000680896414932354	0.000994596028246527	0.000919320438331985	0.00085181562923936
"4371217"	0	0	0	0.000725048861988525	0.00085332321987295	0.000947184966280215	3.26477309826967e-05	0	0	0	0	4.02252614641995e-05	0	0	0	0	0.00124672335528419	0.00121197053979303	0.00126367596687839	0.00121465358079876	0.00147623265426631	0.00130765152853861	0.00094791222332812	0.00121377187009681	0.00109405563107118	0.00169154960653085	0.00113575417231915
"4323376"	0	0	0	3.15238635647185e-05	0	0	3.26477309826967e-05	0	6.99643181977192e-05	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	7.38116327133156e-05	0	4.7395611166406e-05	0	0	3.67728175332794e-05	0
"207866"	0	0	0	0.00040981022634134	0.000126418254795993	0.000151549594604834	0	0	0	0	0	0	0	0	0	0	0.000159836327600537	0.000155380838435004	6.6509261414652e-05	0	0.000147623265426631	3.53419332037462e-05	0.000284373666998436	0.000207229343675064	9.94596028246527e-05	0.000257409722732956	0.000189292362053191
"109199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	3.67728175332794e-05	3.15487270088652e-05
"360124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	4.7395611166406e-05	0	0	0	0
"3815760"	0	0	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"532912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"298835"	7.39207569485512e-05	9.07399845742026e-05	0.000121491920787268	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"224253"	0.000369603784742756	0.000862029853454925	0.00078969748511724	6.3047727129437e-05	9.48136910969944e-05	0.000303099189209669	0.000457068233757754	0.000823655382587925	0.000489750227384034	0.000292530715725151	0.000360893572485474	0.000683829444891392	0.000494657696873763	7.13826825612107e-05	0.000844772967265047	0.000107066381156317	9.59017965603222e-05	0.000155380838435004	6.6509261414652e-05	9.71722864639005e-05	0.000110717449069973	0.000247393532426224	0.00023697805583203	0.000177625151721484	0.000265225607532407	0.000183864087666397	0.000157743635044326
"740305"	0	0	6.07459603936338e-05	0.000126095454258874	6.32091273979963e-05	0.000151549594604834	0	0	0	9.75102385750504e-05	0.00014435742899419	4.02252614641995e-05	9.89315393747527e-05	8.92283532015133e-06	0.000168954593453009	0	0.000287705389680967	6.21523353740017e-05	6.6509261414652e-05	0.000145758429695851	7.38116327133156e-05	0.000141367732814985	0.000189582444665624	5.92083839071613e-05	6.63064018831018e-05	0.000183864087666397	0.000157743635044326
"200046"	0	0	6.07459603936338e-05	6.3047727129437e-05	0	0.000113662195953626	0	0	0	0	3.60893572485474e-05	0	0	8.92283532015133e-06	0	0	6.39345310402148e-05	3.10761676870008e-05	3.3254630707326e-05	4.85861432319502e-05	3.69058163566578e-05	0.000106025799611239	0	8.88125758607419e-05	3.31532009415509e-05	7.35456350665588e-05	9.46461810265956e-05
"221379"	0.000739207569485512	0.000499069915158114	0.000911189405904507	3.15238635647185e-05	3.16045636989981e-05	0	0.000359125040809664	0.000741289844329133	0.000349821590988596	0.000227523890008451	0.000396982929734021	0.000362027353177796	0.000395726157499011	1.78456706403027e-05	0.000295670538542767	8.56531049250535e-05	0	3.10761676870008e-05	0	0	0	0	0	0	3.31532009415509e-05	0	0
"689602"	0	0	0	3.15238635647185e-05	0	0	6.52954619653934e-05	0	6.99643181977192e-05	3.25034128583501e-05	0	0	0	8.92283532015133e-06	0	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	0
"460604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59017965603222e-05	6.21523353740017e-05	0	4.85861432319502e-05	3.69058163566578e-05	0.000353419332037462	4.7395611166406e-05	2.96041919535806e-05	9.94596028246527e-05	3.67728175332794e-05	6.30974540177304e-05
"1964005"	0	0	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"834178"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"224786"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"223202"	7.39207569485512e-05	4.53699922871013e-05	0	0	0	0	0.000130590923930787	8.23655382587925e-05	0.000209892954593157	6.50068257167002e-05	0.000108268071745642	8.0450522928399e-05	4.94657696873763e-05	8.92283532015133e-06	0	8.56531049250535e-05	0	0	0	0	0	0	0	0	0	0	0
"4355809"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"52810"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"1119470"	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"2874742"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"829343"	7.39207569485512e-05	0.000181479969148405	0.000121491920787268	0.000441334089906059	0.000126418254795993	0.000303099189209669	0.000359125040809664	0.000164731076517585	0.000139928636395438	0.000162517064291751	0.000252625500739832	4.02252614641995e-05	4.94657696873763e-05	8.92283532015133e-06	0.000168954593453009	0	0.000191803593120644	0.000248609341496007	0.000199527784243956	0.000242930716159751	0.000258340714496605	0.000106025799611239	0.000284373666998436	0.000236833535628645	0.000331532009415509	0.000183864087666397	0.000126194908035461
"241193"	0	0	0	0.000220667044953029	3.16045636989981e-05	0.000151549594604834	3.26477309826967e-05	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	0	0	0	0	6.39345310402148e-05	0.000124304670748003	6.6509261414652e-05	4.85861432319502e-05	7.38116327133156e-05	0.000176709666018731	4.7395611166406e-05	8.88125758607419e-05	0.000165766004707755	3.67728175332794e-05	9.46461810265956e-05
"1521997"	0	0	0	3.15238635647185e-05	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	7.06838664074925e-05	0	5.92083839071613e-05	0	7.35456350665588e-05	0
"1068936"	7.39207569485512e-05	0	0	0	0	0	0	8.23655382587925e-05	0	0	0	0	4.94657696873763e-05	0	0	0	0	0	0	4.85861432319502e-05	0	0	0	0	0	3.67728175332794e-05	0
"244814"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"558911"	0.00517445298639858	0.00154257973776144	0.00127566516826631	0.00258495681230692	0.00293922442400683	0.00208380692581647	0.000881488736532811	0.00119430030475249	0.00083957181837263	0.00107261262432555	0.00147966364719044	0.00124698310539018	0.00158290462999604	3.56913412806053e-05	0.00101372756071806	0.000299785867237687	0.0021737740553673	0.00236178874421206	0.00252735193375678	0.00247789330482946	0.00169766755240626	0.00176709666018731	0.00199061566898905	0.00233873116433287	0.00205549845837616	0.0023166875045966	0.0021768621636117
"1108912"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"574493"	0	4.53699922871013e-05	0.000242983841574535	0.00040981022634134	0.000189627382193989	0.000189436993256043	0.00019588638589618	0.000123548307388189	6.99643181977192e-05	0	7.21787144970948e-05	8.0450522928399e-05	4.94657696873763e-05	8.92283532015133e-06	4.22386483632524e-05	0	0.000351639920721182	0.000310761676870008	0.000399055568487912	9.71722864639005e-05	0.000295246530853262	0.000530128998056194	0.00023697805583203	0.000414458687350129	0.000530451215064815	0.000330955357799515	0.000473230905132978
"2524288"	0.00066528681253696	0.000544439907445216	0.000485967683149071	0.000189143181388311	9.48136910969944e-05	0.000113662195953626	0.000457068233757754	0.000617741536940944	0.000629678863779472	0.000357537541441851	0.000396982929734021	0.000563153660498793	0.00054412346656114	1.78456706403027e-05	0.000591341077085533	6.42398286937901e-05	0.00012786906208043	0.000217533173809006	9.9763892121978e-05	0.000145758429695851	0.000147623265426631	0.000176709666018731	4.7395611166406e-05	8.88125758607419e-05	0.000132612803766204	7.35456350665588e-05	0.000126194908035461
"130872"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"130877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"4378791"	0	0	0	0	0	0	0.00039177277179236	8.23655382587925e-05	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	4.85861432319502e-05	0	0	0	0	0	0	0
"978498"	0	0	6.07459603936338e-05	0	0	0	6.52954619653934e-05	0.000164731076517585	6.99643181977192e-05	0	0.000108268071745642	0	4.94657696873763e-05	0	0	0	0	9.32285030610025e-05	9.9763892121978e-05	4.85861432319502e-05	0	7.06838664074925e-05	4.7395611166406e-05	0.00115456348618964	0	7.35456350665588e-05	0
"241449"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	6.52954619653934e-05	0	0	0	3.60893572485474e-05	0	4.94657696873763e-05	3.56913412806053e-05	0	2.14132762312634e-05	0	0	0	0	3.69058163566578e-05	0	4.7395611166406e-05	0	0	0	0
"277676"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"45031"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71722864639005e-05	0	0	0	0	0	0	0
"150160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	3.31532009415509e-05	0	0
"759378"	0	0	0	0	0	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	7.38116327133156e-05	0	0	0	3.31532009415509e-05	0	0
"4444622"	0	0	0	0	0	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	6.6509261414652e-05	4.85861432319502e-05	3.69058163566578e-05	0.000106025799611239	4.7395611166406e-05	0	3.31532009415509e-05	3.67728175332794e-05	3.15487270088652e-05
"350772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"4400615"	0.000443524541691307	0.00068054988430652	0.00127566516826631	3.15238635647185e-05	0	0	0.00173032974208293	0.00119430030475249	0.00132932204575666	0.0010401092114672	0.00129921686094771	0.000683829444891392	0.00143450732093391	8.92283532015133e-05	0.0008870116156283	0.000235546038543897	0	0	3.3254630707326e-05	0	3.69058163566578e-05	7.06838664074925e-05	0	2.96041919535806e-05	0	0	6.30974540177304e-05
"856745"	0	4.53699922871013e-05	6.07459603936338e-05	0.000126095454258874	0	0	3.26477309826967e-05	4.11827691293963e-05	6.99643181977192e-05	6.50068257167002e-05	3.60893572485474e-05	0.000120675784392599	0	8.92283532015133e-06	4.22386483632524e-05	0	3.19672655201074e-05	0	6.6509261414652e-05	9.71722864639005e-05	0	0	4.7395611166406e-05	0	6.63064018831018e-05	3.67728175332794e-05	3.15487270088652e-05
"968845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"730661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"165611"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6768505960454e-05	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"686171"	7.39207569485512e-05	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	0	4.28265524625268e-05	0	3.10761676870008e-05	3.3254630707326e-05	0	0	0	0	0	0	0	0
"4375014"	0	0	6.07459603936338e-05	9.45715906941555e-05	6.32091273979963e-05	3.78873986512086e-05	3.26477309826967e-05	8.23655382587925e-05	0	9.75102385750504e-05	3.60893572485474e-05	4.02252614641995e-05	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	2.96041919535806e-05	6.63064018831018e-05	7.35456350665588e-05	0
"578565"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	0	4.11827691293963e-05	6.99643181977192e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"559470"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	6.63064018831018e-05	0	6.30974540177304e-05
"555087"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	7.21787144970948e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2458172"	7.39207569485512e-05	0.000317589946009709	0.000668205564329972	0	0	0	0	0	0	6.50068257167002e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"222559"	0.000147841513897102	0.000136109976861304	0.000182237881180901	0	3.16045636989981e-05	0	0.000163238654913484	0.000123548307388189	0.000349821590988596	3.25034128583501e-05	3.60893572485474e-05	8.0450522928399e-05	0.000148397309062129	8.92283532015133e-06	0.000380147835269271	8.56531049250535e-05	0	0	0	0	3.69058163566578e-05	3.53419332037462e-05	0	0	0	0	6.30974540177304e-05
"3182953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"1041394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"3142375"	7.39207569485512e-05	9.07399845742026e-05	6.07459603936338e-05	0.000157619317823592	9.48136910969944e-05	0.000113662195953626	0.000130590923930787	0	0	3.25034128583501e-05	0.000108268071745642	4.02252614641995e-05	9.89315393747527e-05	0	0.000126715945089757	0	9.59017965603222e-05	9.32285030610025e-05	9.9763892121978e-05	0.000145758429695851	3.69058163566578e-05	0.000176709666018731	9.4791222332812e-05	2.96041919535806e-05	6.63064018831018e-05	7.35456350665588e-05	0.000126194908035461
"4356131"	0	0	0	0	0	0	0	0	0.000139928636395438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"539866"	0.000443524541691307	0	6.07459603936338e-05	0.000126095454258874	6.32091273979963e-05	0.000568310979768129	6.52954619653934e-05	4.11827691293963e-05	0.000139928636395438	9.75102385750504e-05	0.000180446786242737	0	9.89315393747527e-05	0	0	2.14132762312634e-05	0.00012786906208043	0.000341837844557009	0.000199527784243956	0.000242930716159751	0.000147623265426631	0.000212051599222477	0.000426560500497654	0.000118416767814323	0.000265225607532407	0.000257409722732956	0.000189292362053191
"4419154"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	0	0	0	0	0	0	0
"539862"	0	0	0	0	0	0	0	0	6.99643181977192e-05	0	0	4.02252614641995e-05	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"825112"	0	4.53699922871013e-05	6.07459603936338e-05	3.15238635647185e-05	0	0	0.000130590923930787	0.000164731076517585	0.000209892954593157	0.0001300136514334	3.60893572485474e-05	0.000201126307320998	0.000197863078749505	2.6768505960454e-05	0.000253431890179514	0.00012847965738758	9.59017965603222e-05	6.21523353740017e-05	0	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	4.7395611166406e-05	2.96041919535806e-05	6.63064018831018e-05	7.35456350665588e-05	3.15487270088652e-05
"1133067"	0	9.07399845742026e-05	6.07459603936338e-05	0	0	0	6.52954619653934e-05	8.23655382587925e-05	0	3.25034128583501e-05	0	8.0450522928399e-05	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4419158"	0	0	0	3.15238635647185e-05	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	7.38116327133156e-05	0	4.7395611166406e-05	0	0	0	3.15487270088652e-05
"755250"	0	0	0	0	0	0	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"220201"	0.00199586043761088	0.00204164965291956	0.00109342728708541	6.3047727129437e-05	6.32091273979963e-05	0	0.00235063663075416	0.00251214891689317	0.0036381445462814	0.00162517064291751	0.00180446786242737	0.00176991150442478	0.00277008310249307	0.000196302377043329	0.0026610348468849	0.000364025695931478	0	0	0	4.85861432319502e-05	0	3.53419332037462e-05	0	0	0	0	0
"4437901"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"4437903"	0	0	0	0	0	0	0	4.11827691293963e-05	0	3.25034128583501e-05	0	0	4.94657696873763e-05	0	0	0	0	3.10761676870008e-05	0	4.85861432319502e-05	0	3.53419332037462e-05	0	2.96041919535806e-05	0	3.67728175332794e-05	0
"533472"	0.000369603784742756	4.53699922871013e-05	0	3.15238635647185e-05	6.32091273979963e-05	0	0.000326477309826967	0.000164731076517585	0.000139928636395438	0.000390040954300201	0.000288714857988379	0.000160901045856798	0.000247328848436882	8.92283532015133e-06	0.000295670538542767	4.28265524625268e-05	3.19672655201074e-05	0	0	0	0	7.06838664074925e-05	4.7395611166406e-05	0	0	0	0
